Zipcode,Total Population 2012,Total Population 2012 Margin of Error,Total Unemployment 2012,Total Unemployment 2012 margin of Error,Age Group 16-19 2012,Age Group 16-19 2012 Margin of Error,Age Group 16-19 2012 Unemployment,Age Group 16-19 2012 Unemployment Margin of Error,Age Group 20-24 2012,Age Group 20-24 2012 Margin of Error,Age Group 20-24 2012 Unemployment,Age Group 20-24 2012 Unemployment Margin of Error,Age Group 25-44 2012,Age Group 25-44 2012 Margin of Error,Age Group 25-44 2012 Unemployment,Age Group 25-44 2012 Unemployment Margin of Error,Age Group 45-54 2012,Age Group 45-54 2012 Margin of Error,Age Group 45-54 2012 Unemployment,Age Group 45-54 2012 Unemployment Margin of Error,Age Group 55-64 2012,Age Group 55-64 2012 Margin of Error,Age Group 55-64 2012 Unemployment,Age Group 55-64 2012 Unemployment Margin of Error,Age Group 65-74 2012,Age Group 65-74 2012 Margin of Error,Age Group 65-74 2012 Unemployment,Age Group 65-74 2012 Unemployment Margin of Error,Age Group 75+ 2012,Age Group 75+ 2012 Margin of Error,Age Group 75+ 2012 Unemployment,Age Group 75+ 2012 Unemployment Margin of Error
80444,973,152,4.7,2.3,34,38,0,100,20,21,0,100,446,119,1.5,2.9,242,87,7.7,6.2,110,51,8.3,10.1,76,34,12.5,16.3,45,33,0,100
80446,3400,568,6,3.8,116,94,44.2,55.8,207,107,27.8,29,1178,328,3.2,2.5,712,205,2.5,3,741,225,3.7,3.7,250,114,0,58.2,196,106,0,100
80447,1364,537,5.9,8.4,113,137,-,**,4,9,0,100,311,178,13.8,20.8,413,264,0,10.4,291,171,6.6,10.8,130,108,0,37.6,102,92,-,**
80448,130,103,0,31.4,7,11,0,100,0,12,-,**,0,12,-,**,50,48,0,43.5,21,25,0,85.4,52,57,0,70.6,0,12,-,**
80449,673,230,2.8,4.7,9,15,-,**,11,17,100,92.8,188,143,0,16.9,61,63,0,62.8,250,138,0,23,144,89,0,54.4,10,16,-,**
80451,698,252,3.9,4.5,22,24,100,92.8,33,41,0,53.6,212,114,3.7,8.2,251,146,0,14.6,116,61,3.8,5.9,33,33,0,100,31,41,-,**
80452,2379,298,10.1,6.6,70,46,100,65.6,56,43,57.1,46.7,725,177,1.2,2,651,170,7.3,7.5,633,143,18.9,16.9,138,66,13.6,24.7,106,53,0,100
80453,78,83,0,46.4,28,40,0,97.3,0,12,-,**,0,12,-,**,9,14,0,100,25,28,0,61.6,0,12,-,**,16,24,-,**
80454,920,188,4.3,5.4,29,27,30.4,42.6,42,47,100,79.5,183,109,0,19.3,301,139,0,13.5,218,94,3.7,6,87,66,0,68.8,60,55,0,58.2
80455,431,145,0,9.8,34,28,0,100,6,8,0,100,147,68,0,23,98,63,0,30.9,96,62,0,32.1,48,37,0,68.8,2,4,0,100
80456,715,217,6.1,10.1,0,12,-,**,0,12,-,**,132,148,0,23,181,140,14.8,19.9,241,142,0,41.9,105,63,0,44,56,48,0,100
80457,424,155,12.5,17.3,45,73,100,45.9,16,26,0,76.9,216,118,0,16.4,55,48,0,41.5,68,56,0,61.6,17,26,0,74.6,7,10,0,100
80459,2191,379,7.2,3.7,179,96,4.9,9.9,159,113,34.7,26.2,809,226,5.8,6.1,462,149,6.1,5.9,413,150,0,11.2,97,53,0,64.2,72,48,0,97.3
80461,5573,236,7.2,2.7,449,166,24.9,14.5,345,144,9.1,10.5,2395,236,5.7,3.7,913,182,10.8,9.5,1133,239,2.8,3.7,232,104,0,54.4,106,67,-,**
80463,147,113,4.8,11.4,20,25,20,43.8,0,12,-,**,38,43,0,74.6,52,49,0,45.4,37,39,-,**,0,12,-,**,0,12,-,**
80465,12178,399,5.9,1.5,602,124,17.3,13.5,420,118,6.2,6.6,3751,312,6.5,2.9,2808,281,5.4,2.6,2855,295,5.3,2.5,1228,171,0,8,514,160,0,48.7
80466,2525,348,7.7,4.3,123,64,0,100,54,58,35.9,32.1,932,197,4.7,3.7,591,185,5.1,5.2,455,136,15.1,11.6,263,159,12.3,19.4,107,67,0,100
80467,1830,247,4.2,2.1,59,41,16.2,23.7,122,86,0,29.2,763,177,4.7,4,467,102,4.4,4.1,286,99,0,15,113,37,14.3,26.3,20,19,-,**
80468,408,159,0,9.5,0,12,-,**,23,27,0,100,157,139,0,20.2,162,96,0,21.1,57,52,0,48.1,0,12,-,**,9,13,-,**
80469,275,145,10.2,12.9,0,12,-,**,46,63,0,45.4,111,92,21.6,32.7,47,45,0,60.4,46,46,0,45.4,11,13,0,100,14,19,-,**
80470,3142,443,10.8,4.4,168,79,44.9,33.2,69,48,0,45.4,945,255,16.7,10.1,888,195,3.5,3.2,635,168,8.1,6.1,350,136,0,35.2,87,49,-,**
80471,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
80473,75,34,0,56.2,7,8,0,100,0,12,-,**,3,5,-,**,15,12,0,100,3,4,-,**,36,21,0,100,11,9,0,100
80475,26,43,0,60.4,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,26,43,0,60.4
80476,160,53,13.1,10,3,5,0,100,3,5,-,**,73,43,19.7,19.1,33,26,0,53.6,35,19,11.4,19.1,11,8,40,60,2,4,-,**
80477,427,242,0,8.9,81,115,0,33.5,50,74,-,**,167,112,0,18.8,100,125,0,28.8,29,35,0,57.1,0,12,-,**,0,12,-,**
80478,587,390,0,8.5,111,115,0,26.5,16,37,0,76.9,124,112,0,25.6,152,168,0,30.6,55,82,0,41.5,122,169,0,100,7,12,-,**
80479,32,38,0,60.4,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,26,38,0,60.4,0,12,-,**,6,9,-,**
80480,1021,100,2.7,2.2,48,25,0,70.6,31,23,13.8,17.3,285,67,2.5,4.6,269,71,2.4,3.2,157,45,3.3,5.9,144,41,0,41.5,87,32,0,61.6
80481,634,261,2.9,4.5,25,25,21.4,54.2,0,12,-,**,88,64,0,34,150,100,0,20.9,274,178,4.7,9.5,97,65,0,46.9,0,12,-,**
80482,963,308,2,2.8,34,44,-,**,29,38,6.9,19.3,370,182,0,10.3,156,84,7.1,12,219,112,0,23.8,97,78,0,88.8,58,60,-,**
80483,495,128,5,4.7,37,29,0,100,30,25,42.3,40.7,150,89,0,21.2,68,34,3.2,5.8,129,50,3.8,5.6,60,39,0,100,21,18,-,**
80487,13603,454,6.8,2.4,913,190,39.2,21.2,1183,215,9.7,10,4550,303,2.7,2.3,2814,206,5.6,3.1,2646,177,7.4,3.6,1027,92,9.7,14.1,470,51,21.6,29.8
80488,48,58,33.3,32.3,0,12,-,**,18,30,0,72.5,0,12,-,**,0,12,-,**,30,49,53.3,8.2,0,12,-,**,0,12,-,**
80497,214,158,0,16.5,0,12,-,**,0,12,-,**,103,116,0,28.1,111,106,0,31.1,0,12,-,**,0,12,-,**,0,12,-,**
80498,5736,478,7.1,3.6,159,83,0,38.5,400,199,16.1,18.1,2244,416,8.3,5.9,1087,264,3.1,4.8,1293,255,7.3,8.5,426,136,4,6.2,127,92,-,**
80501,30597,823,8.6,1.6,1813,315,15.9,7.3,2720,458,10.1,5.3,11426,507,6.2,2,5660,374,11.3,3.2,4401,392,9.4,3.8,2051,259,5.4,4.2,2526,241,0,26.9
80503,24562,664,5.6,1.2,1950,372,14.6,7.3,1721,352,10.6,7.2,6877,449,2.7,1.1,5937,457,5.2,2.4,4142,376,5.9,2.8,2399,238,11.8,8.1,1536,207,0,44.9
80504,35480,992,8,1.3,2534,395,17.6,10.4,2354,507,22.7,10.3,14135,723,6.5,1.5,6793,539,3.2,1.4,5630,468,7.9,2.7,2734,347,16.2,9,1300,246,18,18.5
80510,281,119,21.6,15.9,5,8,100,100,0,12,-,**,156,113,19.9,18.4,36,33,27.8,41.1,28,26,0,74.6,21,19,-,**,35,39,-,**
80511,74,153,0,35.5,7,16,0,100,27,63,0,59.2,14,32,0,82.3,5,11,0,100,14,32,0,82.3,7,16,0,100,0,12,-,**
80512,1695,256,6.7,6.7,103,117,100,53.6,47,41,67.5,44.1,304,122,2.7,4.8,220,98,0,16.4,524,137,0,9.6,369,162,0,26.7,128,66,-,**
80513,8658,591,9.2,3.5,883,240,29.8,16.4,293,179,42.1,33.4,2171,309,3.1,3.8,2094,324,7.5,6,1824,347,6.2,4.3,788,191,9.4,11.2,605,164,0,97.3
80514,3202,169,5.4,3.1,223,119,14.5,20.8,162,70,8.9,14.2,1334,152,1.5,1.9,607,158,6.4,6.3,494,166,11.1,9.3,228,137,13.3,23.4,154,63,-,**
80515,720,241,9.6,11.1,0,12,-,**,15,32,0,82.3,111,90,35.1,39.3,212,152,0,20.4,165,87,8.4,14.3,174,116,0,68.8,43,54,-,**
80516,14559,547,3.4,1.1,893,281,8.2,9.6,776,249,5.6,6.2,6096,380,2.5,1.4,3439,390,3.1,2.2,1980,290,5,3.2,1003,184,5.7,6.9,372,115,0,57.1
80517,8215,511,5.5,2.7,334,125,4,7.8,314,164,0,11.1,1603,304,8.4,5.9,1244,230,2.2,2.5,1825,309,6,5.8,1294,263,7.6,11.9,1601,267,0,30.9
80520,807,268,0,6,24,39,0,62.8,85,83,0,32.4,238,181,0,30.1,285,186,0,14.4,135,148,0,25.2,40,63,0,68.8,0,12,-,**
80521,30948,989,10.2,1.7,6516,550,28,6.6,10233,750,9.2,2.8,7694,578,5.5,2,2630,306,6.3,2.7,2025,287,8.9,4.7,978,123,4.1,5.8,872,132,0,45.4
80524,25913,734,7.7,1.2,1190,253,32.1,12,2721,492,14,4.9,9423,569,5.4,1.5,4212,403,7.5,2.6,4230,502,5,3.3,2421,321,7.7,5.1,1716,234,0,31.4
80525,38154,949,7.8,1.2,2070,281,23.8,9,4520,558,10.3,3.9,13401,680,7,1.8,6620,483,6.1,2.3,5964,410,7.2,2.4,3064,296,4.2,3.3,2515,295,0,36.1
80526,36393,1033,7,1.3,2548,419,21.1,7.4,6408,752,10.7,4.1,12879,715,5.5,1.6,6281,453,4.5,2.1,4859,330,6.6,2.5,1923,238,2.3,3.8,1495,195,0,30.9
80528,13175,685,5.1,1.7,853,214,8.2,8.2,806,227,10.1,9.9,5541,484,3.7,2.3,2439,292,4,2.9,1907,310,7.2,4.9,1009,211,7.3,8.9,620,230,0,51.3
80530,2511,255,4.8,3.2,124,69,0,68.8,131,78,0,30.1,920,208,2.4,3.9,645,187,6.2,7.3,420,141,10.6,10.1,180,79,0,52,91,74,0,100
80532,68,110,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,68,110,-,**
80534,8136,891,6.6,3,460,195,37.2,26.7,356,192,38.6,30.8,3531,306,3.6,3,1624,371,4.3,3.5,1225,288,4.2,6.9,632,197,0,16.8,308,145,100,97.3
80535,2233,319,8.6,7.4,102,74,33.3,41.8,145,89,0,26.5,360,130,5.7,6.9,486,159,14.6,21.5,602,161,4.8,5.1,326,146,0,39.4,212,105,0,43.1
80536,1530,265,3.9,3.4,76,50,30.3,51.4,0,12,-,**,270,97,0,13.8,286,164,0,13.3,366,114,5.9,10,379,140,9.2,16.2,153,85,0,97.3
80537,30484,912,8.6,1.4,1651,225,18.3,7.6,2274,367,14.4,5.8,9780,571,8.5,2.4,6230,444,7.9,3,5167,429,5.1,2.2,2895,307,6.8,5.4,2487,274,0,23.6
80538,35476,879,8.3,1.2,2386,376,31.2,11.2,2644,438,10.1,4.7,10802,696,6.8,2.2,7126,579,8.2,3.1,5984,499,5,1.7,3511,337,6.7,4.7,3023,308,0,25.2
80540,4217,359,5.6,2.2,182,81,18.4,28,215,85,9.5,10.7,1054,173,6.1,4.2,1051,232,2.4,2.3,989,158,7.5,5,526,121,0,20.9,200,74,0,82.3
80542,2528,283,3.6,2.4,144,83,0,100,95,81,0,34,771,148,1,1.4,734,186,8.3,6.8,434,139,1.1,1.8,223,108,10.5,16.3,127,138,0,50.6
80543,4039,220,3.6,2.2,154,95,0,46.4,310,129,0.5,7,1799,195,2.8,2.5,932,263,6.6,6.6,505,205,3.1,5.7,249,88,-,**,90,64,0,52
80544,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
80545,683,266,6,9,16,26,0,76.9,9,13,0,100,33,39,60.6,60.6,212,142,0,19.2,120,95,0,35.8,148,93,0,47.5,145,84,-,**
80546,49,49,0,92.8,0,12,-,**,0,12,-,**,22,25,0,92.8,0,12,-,**,0,12,-,**,27,43,-,**,0,12,-,**
80547,480,146,11.4,9.2,32,21,11.1,20.2,14,15,27.3,56.6,304,132,11,10.3,65,33,14.3,20.7,31,19,0,70.6,30,22,-,**,4,7,-,**
80549,6620,527,6,3.1,413,159,16,20.8,527,228,27.5,16.2,2833,343,4.4,3.9,1191,340,3.4,4.2,923,241,1.4,2,522,206,0,11.9,211,120,-,**
80550,15167,441,4.4,1.2,831,205,17.2,14.3,741,183,8.4,7.5,6375,383,3.8,1.8,2967,342,3.2,2.2,2571,369,3.1,2.7,1029,177,12.4,11.2,653,151,0,54.4
80601,25523,614,8.1,1.4,1772,299,18,7.4,2366,360,14.3,6.6,10768,472,7.4,1.9,4230,392,6.2,2.9,3456,440,4.4,3.3,1563,223,19.7,14.9,1368,230,0,57.1
80602,19830,570,5.3,1.1,1064,193,36,15.5,1190,328,10.5,7.1,9858,478,4,1.5,3833,381,3.4,1.9,2452,389,5.4,3.2,1076,178,3.1,5.3,357,117,0,51.3
80603,7970,508,8.4,3,532,206,16.8,20,398,144,18.6,14,3493,378,5.9,3.7,1457,252,6.3,5.2,1164,235,12.3,7.8,591,185,19.4,27.4,335,105,-,**
80610,2004,286,9.1,4.4,142,55,12.5,22.8,144,55,9.8,12.5,584,149,6.5,4.8,504,126,10.1,10.5,265,67,7.1,8.6,253,80,20.6,21.7,112,48,17.6,30.5
80611,625,219,2.8,3.7,101,106,27.3,31.6,11,10,0,100,148,59,0,24.7,178,85,0,20.8,110,43,0,32.9,55,27,0,70.6,22,14,0,100
80612,301,179,4.8,6.7,0,12,-,**,44,71,0,65.6,65,53,0,38.2,16,23,43.8,12,96,101,0,46.4,80,83,-,**,0,12,-,**
80615,5408,421,5.2,2.2,292,142,27.9,25.1,306,140,9.4,12.7,1763,266,2.3,1.8,1277,271,2.9,2.5,906,236,8.6,8.1,590,185,5,8,274,94,0,100
80620,12584,477,6.8,1.9,1215,284,23.6,14.3,2108,443,9,5.2,4746,400,3.7,1.9,1849,265,6.7,4.7,1413,273,0,3.9,784,162,25.1,16.8,469,147,0,79.5
80621,9149,622,6.1,2.2,721,192,13.6,13.9,789,244,12.1,9.3,2936,259,5.4,3.7,1790,274,5.5,4,1478,270,2.4,2.3,864,221,10.5,12,571,133,0,79.5
80622,124,84,0,41.1,24,33,-,**,0,12,-,**,52,48,0,60.4,8,11,0,100,11,12,0,100,0,12,-,**,29,33,0,65.6
80623,765,179,5.9,4.4,83,50,48.3,51.7,70,45,10.3,10.5,314,100,0.9,1.4,115,49,7.1,9.4,77,46,0,39.1,86,51,0,100,20,16,0,100
80624,685,267,6.9,9.9,57,43,0,52.8,72,78,52.8,52.8,196,89,0,19.5,226,126,0,17.2,94,59,0,32.7,31,28,0,88.8,9,14,-,**
80631,37180,945,11.1,1.8,5763,467,25.7,5.3,7121,562,6.4,2.8,12323,637,11.9,3.3,4480,419,8.3,3.5,3452,373,8,3.8,2010,267,5.3,5.9,2031,259,14.4,14.4
80634,41717,1115,7.9,1.3,2554,332,19.5,7.5,3893,577,18.9,6.1,14977,697,6.1,1.8,6869,437,3.2,1.2,6661,517,7.4,2.5,3628,383,13.3,8.3,3135,301,0,28.3
80640,7272,595,6.4,2.7,538,202,50.4,16.1,614,182,11.9,12.5,3731,391,1.4,1.4,1035,213,7.9,5.3,869,252,2.2,4,251,82,6.8,13.1,234,81,0,88.8
80642,3596,456,2.6,1.4,207,109,20.6,18.5,265,166,0,15.8,1203,218,5.1,3.3,905,193,0.6,1,673,153,0,7.2,224,75,3.6,6.8,119,79,0,100
80643,2310,423,5.2,2.9,160,82,12.5,22.9,96,60,3.7,9,813,239,8.6,5.7,597,188,4,5.3,376,110,0,13.1,166,71,0,41.9,102,48,-,**
80644,2235,328,6.4,2.6,184,86,32.4,35.9,151,93,17.2,12.3,770,204,6.3,4.4,494,103,2.3,3.4,253,76,7.4,12,208,95,0,92.8,175,73,0,59.2
80645,3267,313,6.8,2.6,221,92,9.7,12.9,186,65,10.8,12.8,1011,166,6.8,3.4,622,130,5.1,3.4,566,151,8.6,6.8,405,109,0,45.9,256,83,0,62.8
80648,777,204,9.8,4.9,77,60,9.7,20.7,19,13,0,92.8,247,75,9.3,7.1,236,91,8.6,8.8,127,74,15.8,16.9,21,10,0,100,50,26,-,**
80649,215,56,0,20.6,6,7,-,**,17,16,0,92.8,76,31,0,38.5,38,30,0,56.2,68,30,0,45.9,4,6,-,**,6,9,-,**
80650,1218,197,8,4.8,120,61,41.7,28.5,97,54,6.2,9,345,145,0.9,1.5,224,69,0,17,202,68,9.4,8.3,160,74,13.3,27.9,70,38,-,**
80651,3302,340,4.2,2.7,173,61,4.9,17,216,73,20.3,16.7,865,165,2.9,3.6,720,132,3.3,3.1,600,163,0,9.1,514,198,4.3,7.7,214,85,0,100
80652,338,135,0,16.6,15,23,0,79.5,0,12,-,**,80,79,0,52.8,32,36,0,54.4,90,62,0,37.9,78,52,0,45.9,43,46,-,**
80653,604,141,4.2,3.7,21,22,-,**,21,20,0,100,98,50,7.2,10,186,84,1.9,3,126,36,2.7,5.9,76,28,0,72.5,76,49,100,100
80654,1749,211,4.9,3.1,115,43,12.1,15.9,151,74,5.4,6.3,564,137,3.8,4.5,334,79,9.1,9.2,328,81,0,13.4,126,43,9.8,19,131,41,0,100
80701,11875,461,6.3,1.9,877,146,17.4,12.7,950,187,9.5,10.5,4228,273,7.4,3.6,2277,204,3.3,2.7,1460,194,3.8,3.5,957,138,0,14.7,1126,152,0,44.4
80705,612,139,16.2,7,64,62,24.1,12.9,57,34,60,26.7,226,69,14.2,10.4,84,34,2.7,5.4,81,32,3.5,6.7,54,28,0,62.8,46,32,0,85.4
80720,2295,138,2.2,1.6,172,37,0,36.7,142,53,0,31.6,618,63,1.3,2.1,452,55,3.2,3.9,339,51,3.7,3.7,287,33,3.8,6.3,285,42,0,57.1
80721,70,59,0,44,0,12,-,**,15,22,-,**,15,26,0,100,8,12,0,100,13,14,0,85.4,19,30,0,70.6,0,12,-,**
80722,275,150,0,14.4,7,13,-,**,5,10,-,**,143,159,0,21.8,48,27,0,44.4,9,11,0,100,51,37,0,61.6,12,15,0,100
80723,5668,251,10.7,5.1,487,122,34.3,27.8,488,136,11.4,11.7,1629,247,14.6,10.9,941,175,4.9,4.7,863,175,5,5.5,631,162,0,22,629,140,0,67.2
80726,409,104,6.5,5,61,44,0,79.5,18,23,-,**,97,40,8.2,9.6,103,42,10.6,10.8,56,32,0,45.4,29,15,0,85.4,45,25,0,100
80727,212,86,21.4,14.2,19,23,0,100,35,39,34.3,32.7,49,27,38.7,31.6,71,39,8.5,16.1,24,16,13.3,20.9,6,5,0,100,8,9,-,**
80728,795,114,4.1,3.3,31,20,0,97.3,39,21,7.7,11.6,299,76,4.9,5.6,161,53,0,20.1,135,39,8.3,11.4,85,33,0,79.5,45,16,0,100
80729,488,119,3.8,4.3,8,8,37.5,48.1,55,56,0,41.5,137,67,0,24.6,45,19,0,47.5,85,40,3.3,5.9,120,61,28,37.5,38,17,-,**
80731,1219,145,3.7,2.8,70,25,22.9,17.7,66,45,3.3,8.3,307,88,4.5,5.7,224,64,1.5,2.2,206,50,2.3,3.7,119,35,0,42.7,227,51,0,100
80733,394,117,9.6,6.3,27,20,18.2,32.1,44,36,11.1,19.3,73,42,21.2,18.4,75,54,0,41.9,107,58,4.1,8.6,33,25,40,60,35,24,0,100
80734,2207,163,6,3.7,149,57,0,42.7,199,77,23,24.8,637,96,7,5.3,337,91,0,10.9,343,93,5.4,5.9,169,51,0,32.9,373,69,0,57.1
80735,333,86,0,13.5,6,10,-,**,28,25,0,72.5,139,56,0,24.9,71,36,0,37.6,32,22,0,61.6,48,36,0,97.3,9,11,-,**
80736,453,96,1.5,1.8,10,10,100,100,19,15,8.3,21.6,175,82,0,22.2,61,26,0,46.9,86,39,0,43.1,40,22,0,92.8,62,36,0,100
80737,1214,120,9.8,5.9,73,32,0,52.8,65,31,23.9,30.4,229,52,3.7,5.4,263,82,20.5,14.6,195,44,2.9,4.3,172,38,0,44.9,217,55,0,85.4
80740,63,30,0,55.3,7,14,-,**,11,18,0,92.8,7,7,0,100,5,6,0,100,14,12,0,97.3,13,10,0,100,6,8,0,100
80741,738,127,7.6,4.7,67,45,12.9,27.6,60,32,54.8,30,217,90,0,18.2,117,40,1.9,3.2,145,47,8.1,10.3,105,47,0,51.3,27,20,0,100
80742,227,63,7.5,7,14,13,42.9,57.1,35,37,0,52,58,41,11.1,17.8,20,15,10,15,36,25,0,85.4,36,19,0,82.3,28,14,-,**
80743,884,93,5,3.7,44,19,11.1,25.2,59,35,34.8,35.3,219,40,3.4,3.1,137,37,0,25.2,199,49,1.3,1.7,106,25,0,47.5,120,37,37.5,48.5
80744,479,97,4.1,3.9,33,22,28.6,49.4,47,34,17.4,20.8,104,41,0,37.6,82,34,0,36.4,102,39,0,36.4,69,35,0,58.2,42,17,33.3,44.5
80745,186,87,11.9,13.8,3,4,100,100,14,16,64.3,51.4,113,84,0,34.3,27,20,0,68.8,5,7,0,100,16,14,50,50,8,11,-,**
80746,33,16,0,88.8,3,4,-,**,9,10,0,100,2,4,0,100,6,6,0,100,0,12,-,**,6,4,0,100,7,6,-,**
80747,452,84,4,3.1,33,25,27.3,42.5,40,21,15,19.7,103,38,0,30.4,131,53,0,27.1,85,30,6.1,7.3,28,14,0,92.8,32,16,-,**
80749,233,78,5.5,4.9,11,18,0,92.8,12,18,0,88.8,78,42,12.7,12,43,22,0,52,42,17,0,59.2,19,13,0,100,28,13,-,**
80750,275,115,0,17.5,13,21,-,**,0,12,-,**,86,79,0,36.4,32,47,0,76.9,54,53,0,41.9,81,50,0,48.7,9,13,-,**
80751,15278,276,11.1,4.5,1526,258,32.3,18.1,1752,252,35.8,16.2,4575,236,3.3,2.8,2753,173,4.8,4.3,2018,93,2.2,2.4,1220,108,13.5,12.7,1434,68,0,22.9
80754,178,67,0,30.4,16,18,0,100,4,7,0,100,50,33,0,53.6,60,38,0,47.5,31,24,0,100,12,11,0,100,5,5,-,**
80755,69,53,0,40.1,0,12,-,**,0,12,-,**,41,29,0,48.1,0,12,-,**,26,30,0,76.9,2,3,0,100,0,12,-,**
80757,191,57,6.5,7.6,19,14,100,100,5,7,0,100,69,37,0,44.4,31,16,16,23.2,41,21,0,54.4,15,12,0,100,11,8,0,100
80758,2906,243,3.6,3.1,238,89,19.6,25,240,98,11.4,16.2,842,123,2.5,3.3,464,117,0,7.8,495,102,1.7,3,359,88,0,29.9,268,81,0,100
80759,3585,223,1.8,2.4,99,93,16.2,32.3,218,134,0,17.8,1273,253,2.5,3.8,490,111,0,7.5,659,144,0,7.5,348,106,0,29.4,498,83,-,**
80801,122,57,0,28.3,8,9,0,100,29,30,0,62.8,29,21,0,57.1,26,19,0,64.2,13,10,0,85.4,9,8,0,100,8,7,0,100
80802,157,46,5.6,7.4,4,7,0,100,15,18,40,20.3,58,31,0,44.4,23,17,0,74.6,24,16,0,74.6,11,11,0,100,22,17,0,100
80804,238,57,4.9,5.7,21,14,33.3,44,10,11,0,97.3,33,23,3.7,10.3,47,25,2.4,4.7,46,20,0,48.7,56,24,0,97.3,25,15,-,**
80805,383,80,5.7,4.6,35,19,92.9,29.3,12,14,0,100,123,49,0,26.9,77,31,2.9,4.7,45,19,0,52,43,18,0,62.8,48,28,0,100
80807,4307,182,3.2,2.1,241,87,4.3,5,358,110,0,14.8,1497,173,6.7,5.5,878,131,2.3,2.5,541,84,0,8.5,396,50,0,20.9,396,58,0,53.6
80808,4581,475,10.1,3.4,316,105,47.9,27.8,170,97,16.9,13.9,1362,321,11.2,5.1,1174,203,5.4,4.1,949,199,8.3,6.9,378,96,0,18.8,232,74,47.6,50.5
80809,1259,195,8.5,5.1,54,45,0,62.8,73,46,54.1,41.4,218,75,0,15.6,242,83,7.9,10.5,398,101,9,8.8,187,68,0,30.6,87,50,0,88.8
80810,1028,126,2.6,2.5,47,28,0,56.2,88,51,0,34.3,266,68,0.9,1.5,214,57,6,6.2,204,46,3.6,5.6,98,45,0,48.1,111,48,0,100
80812,126,40,4,4.7,7,6,-,**,0,12,-,**,29,16,0,79.5,33,16,9.7,11.4,31,16,0,60.4,7,5,0,100,19,14,0,100
80813,1596,212,8,4,50,32,11.6,18,116,66,0,30.6,517,123,11.4,7.7,317,91,7.7,7.8,372,101,5.9,4.8,131,58,0,61.6,93,53,0,64.2
80814,3811,447,10.3,5.3,277,122,23,23.4,159,82,0,23.2,838,244,15.8,14.1,1013,214,6,5.3,1125,226,12.7,10.9,305,124,0,21.4,94,61,0,82.3
80815,764,120,5.8,5.3,62,33,4.3,6.5,45,25,10,14.9,154,53,7.3,12.2,155,61,11.6,14.6,167,40,0,26.3,93,31,0,41.9,88,34,0,100
80816,4178,442,8.1,4.1,236,111,56.5,35.2,91,79,0,31.9,820,196,7,7.3,891,224,11.8,9.3,1292,228,2.9,3.6,783,179,6.4,11,65,52,-,**
80817,19277,597,6.9,1.6,1568,338,28.3,13.3,1702,335,10.9,6.2,9352,495,4.9,1.9,3335,348,7.1,3.1,1755,305,2.4,2.6,1039,170,17.1,14.6,526,140,0,61.6
80818,214,60,13.2,13.5,7,8,0,100,5,6,0,100,51,43,39.1,48.6,64,27,0,41.1,31,19,10.5,18.5,31,22,0,85.4,25,16,0,88.8
80819,603,151,8.4,5.7,58,39,0,79.5,15,23,-,**,149,70,12.3,12.2,125,66,0,24.1,153,56,13.6,13.7,63,33,0,60.4,40,32,100,100
80820,566,157,9.3,10,5,10,-,**,0,12,-,**,19,23,100,100,103,64,0,40.1,208,93,0,31.6,191,97,30.8,44.9,40,37,-,**
80821,742,111,6.8,4.8,29,24,3.8,12.8,55,52,26,23.4,92,41,0,36.1,135,43,8,8.3,137,55,5.5,9.1,141,36,0,53.6,153,53,0,59.2
80822,212,70,2.1,4.2,18,20,0,100,8,11,0,100,73,42,5.1,9.6,58,34,0,44.9,22,14,0,76.9,22,14,0,100,11,9,0,100
80823,195,57,8.1,11.1,32,21,0,100,18,17,0,92.8,34,29,0,67.2,39,25,22.9,32.9,21,11,0,88.8,34,18,0,82.3,17,11,0,100
80824,219,101,2.8,3.7,32,46,-,**,9,12,0,100,46,32,0,46.9,78,49,5.8,7.6,25,18,0,62.8,25,19,-,**,4,7,-,**
80825,399,87,0.8,1.3,33,24,0,100,7,8,0,100,162,54,0,26.9,61,32,0,40.8,57,22,4.9,8,51,31,0,62.8,28,14,-,**
80827,531,222,2.5,4.7,24,31,-,**,0,12,-,**,57,65,0,46.4,93,111,0,33.5,224,144,4.6,9.1,133,121,0,61.6,0,12,-,**
80828,3191,186,3.8,2.3,106,42,50.8,32.3,296,69,2.2,6.6,1475,153,1.3,2.4,532,95,0,9.8,333,62,3,4.5,156,48,0,45.4,293,42,0,68.8
80829,4901,283,7,3.4,280,120,9.7,15.6,334,198,5.3,8.5,1289,278,12.2,8.2,1046,249,4.5,4.1,1284,241,5.9,4.3,504,161,0,12.7,164,85,-,**
80830,138,50,3.5,5,0,12,-,**,0,12,-,**,29,20,0,70.6,31,21,9.7,13.8,41,31,0,55.3,28,18,0,100,9,8,-,**
80831,15704,884,9.2,2.6,1252,266,30,15.5,811,200,19.6,12.5,6387,468,8.8,3.9,3477,444,5.5,2.7,2447,348,3.2,3.6,936,193,31.8,28.3,394,131,-,**
