Zipcode,Total Population 2012,Total Population 2012 Margin of Error,Total Unemployment 2012,Total Unemployment 2012 margin of Error,Age Group 16-19 2012,Age Group 16-19 2012 Margin of Error,Age Group 16-19 2012 Unemployment,Age Group 16-19 2012 Unemployment Margin of Error,Age Group 20-24 2012,Age Group 20-24 2012 Margin of Error,Age Group 20-24 2012 Unemployment,Age Group 20-24 2012 Unemployment Margin of Error,Age Group 25-44 2012,Age Group 25-44 2012 Margin of Error,Age Group 25-44 2012 Unemployment,Age Group 25-44 2012 Unemployment Margin of Error,Age Group 45-54 2012,Age Group 45-54 2012 Margin of Error,Age Group 45-54 2012 Unemployment,Age Group 45-54 2012 Unemployment Margin of Error,Age Group 55-64 2012,Age Group 55-64 2012 Margin of Error,Age Group 55-64 2012 Unemployment,Age Group 55-64 2012 Unemployment Margin of Error,Age Group 65-74 2012,Age Group 65-74 2012 Margin of Error,Age Group 65-74 2012 Unemployment,Age Group 65-74 2012 Unemployment Margin of Error,Age Group 75+ 2012,Age Group 75+ 2012 Margin of Error,Age Group 75+ 2012 Unemployment,Age Group 75+ 2012 Unemployment Margin of Error
81303,6257,431,5.7,2.1,308,109,20.5,22.7,511,172,8.7,9.5,1917,303,4.2,4,1364,192,5.2,3.3,1150,168,5.9,3.2,672,126,0,14.7,335,77,0,60.4
81320,264,76,3.4,5.6,0,12,-,**,0,12,-,**,13,20,0,85.4,61,37,0,46.4,74,32,0,45.9,69,27,0,97.3,47,36,100,100
81321,11176,380,13.6,2.8,788,134,20.6,13.6,677,175,35.3,21.3,3404,264,14.7,5,1789,214,9.2,4.7,2039,207,6.9,4.4,1220,161,8.4,10.1,1259,152,40.5,44.5
81323,3955,371,7.6,3.6,193,82,8.6,12,260,132,18.6,18.4,1125,220,3.4,3.3,866,168,10,7.7,734,143,0,7.9,534,130,29.6,24.2,243,91,0,55.3
81324,936,108,11.5,7.2,34,28,0,100,25,27,64,59,282,88,9.2,11,142,42,10.6,14.1,176,65,11.4,10.7,164,58,0,49.4,113,52,0,89.4
81325,92,58,8.3,15,5,6,100,100,0,12,-,**,40,46,0,52,20,32,0,68.8,19,24,-,**,0,12,-,**,8,11,-,**
81326,1803,195,5.2,3.1,169,66,6.1,9.7,120,76,0,30.4,446,87,6.7,6.8,344,86,0,12.8,465,108,9.1,6,175,64,0,45.4,84,37,0,100
81327,569,176,3,4.8,35,31,45,55,8,12,-,**,88,100,0,45.9,112,68,0,30.9,205,135,0,23.5,42,42,0,68.8,79,50,-,**
81328,3401,324,9.8,3.9,122,49,0,45.4,230,109,13.5,17.7,752,172,16.1,8.8,677,105,6,4.5,875,184,8.8,8.6,453,118,0,28.5,292,103,0,64.2
81330,8,11,0,100,0,12,-,**,0,12,-,**,0,12,-,**,8,11,0,100,0,12,-,**,0,12,-,**,0,12,-,**
81331,169,115,0,33.2,0,12,-,**,0,12,-,**,0,12,-,**,70,63,0,49.3,32,27,0,92.8,67,105,0,54.4,0,12,-,**
81332,214,56,5.5,6.3,11,13,0,100,11,13,0,92.8,103,48,0,28.1,30,22,23.3,23.1,25,23,16.7,37.4,23,16,-,**,11,12,-,**
81334,966,158,10,7.5,143,67,0,47.5,115,80,58.5,37.7,318,96,7,8.9,234,57,0,18,75,41,5.8,9.1,70,34,0,88.8,11,18,-,**
81335,125,115,29.5,55.9,0,12,-,**,0,12,-,**,23,33,100,64.2,0,12,-,**,102,110,0,41.5,0,12,-,**,0,12,-,**
81401,17739,530,10,2.5,841,171,25.8,19.4,1134,155,22.2,10.8,5508,299,10.8,3.5,2827,327,5,2.8,3108,260,4.3,3,2403,234,11,10.6,1918,213,0,32.9
81403,8909,549,10.2,2.8,667,201,41.8,25.1,460,176,12.4,13.8,2031,243,12.7,5.7,1880,292,5.5,3.4,1780,256,7.3,4.6,1324,225,8.1,9.1,767,188,0,46.4
81410,1320,205,3.8,3.6,65,39,0,58.2,8,14,0,100,184,79,10.3,14.8,220,89,3.4,6.2,350,131,3.1,5.5,273,116,0,28.3,220,77,-,**
81411,18,20,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,18,20,-,**,0,12,-,**
81413,4323,268,13.6,4.8,228,88,38.8,28.4,231,99,22.2,18.3,836,137,10,6.3,671,124,15.7,9.7,927,186,9.5,6.6,809,152,10.5,10,621,108,0,54.4
81415,1497,334,5.2,4.1,77,63,29.1,54.3,101,90,2.2,5.2,390,174,2.4,3.2,298,128,0.8,1.3,274,143,11.2,14.5,153,79,0,68.8,204,141,-,**
81416,10701,374,11.2,2.8,639,163,24.1,18.6,676,149,20.7,15.2,3275,251,11.5,5.3,2002,205,9.4,6.5,1592,226,7.1,4.4,1372,202,4.6,7.5,1145,172,0,33.2
81418,1454,190,12.8,5.2,69,49,-,**,41,36,0,64.2,362,135,5.2,5.6,198,96,34.6,20.8,318,109,5.6,7.9,246,84,24.5,30.1,220,96,-,**
81419,3129,299,13.6,5,216,83,24.1,30,155,90,15.8,25.4,711,137,13.2,7.3,648,126,16.3,10.1,691,166,11.3,9.1,408,108,6.1,9.2,300,108,0,42.7
81422,463,106,10.9,8.3,28,26,0,61.6,31,20,27.3,36.4,75,36,6.3,8.8,136,67,6.8,8.1,72,42,23.3,30.1,72,29,44.4,51.1,49,24,0,100
81423,1180,146,2.7,2.1,27,24,0,76.9,35,25,0,52,392,92,5.1,4.6,281,73,0,12.5,297,82,3.2,4.9,126,60,0,49.9,22,22,0,88.8
81424,842,113,21.4,7,59,32,100,82.2,86,43,50,22.1,153,48,20.9,14.3,235,66,5.4,5.8,140,57,11.3,13.3,89,37,100,100,80,38,-,**
81425,3904,343,8.8,3.4,423,115,8.5,11.4,190,86,3.4,4.2,1251,215,12.4,6.2,785,165,6.9,7.1,577,173,4.6,4.7,365,99,2.5,4.2,313,104,50,50
81426,76,33,2.9,5.7,0,12,-,**,0,12,-,**,57,30,0,42.3,7,7,0,100,7,11,28.6,57.8,2,3,0,100,3,4,-,**
81427,878,162,6.7,4.6,68,43,26.3,45.4,32,36,0,54.4,179,98,2.6,4.8,224,77,10,9.1,164,59,2.5,3.5,162,51,4.5,8,49,25,-,**
81428,3230,290,8.7,5.8,262,95,22.7,30.1,209,104,40.2,45.2,799,153,10.8,8.1,584,124,1.7,2.6,621,167,4.1,4.8,487,141,0,18.2,268,86,0,49.3
81429,100,43,19.6,29,0,12,-,**,0,12,-,**,8,11,0,100,11,17,100,92.8,48,37,0,50.6,33,31,0,100,0,12,-,**
81430,519,184,0.5,1,23,38,-,**,6,11,0,100,198,114,1,2,80,63,0,33.7,98,76,0,29.7,114,134,0,100,0,12,-,**
81431,417,114,0,11.6,41,35,0,100,29,24,0,67.2,113,55,0,29.4,69,54,0,38.8,117,53,0,31.4,29,18,0,100,19,19,-,**
81432,2210,200,10.7,6.4,92,51,0,74.6,63,42,28.6,33.1,527,84,13.5,9.6,468,90,10.9,16.1,544,105,4.4,3.7,414,101,7.1,9.2,102,51,-,**
81433,681,113,12.7,7.4,31,31,21.7,40.9,85,65,23.8,38.3,266,76,8.4,7.5,110,49,8.5,13.1,83,38,15.1,20.5,73,33,15.9,23.4,33,26,0,100
81434,189,95,0,27.7,46,47,0,97.3,0,12,-,**,81,63,0,33.5,9,14,0,100,17,18,0,100,7,10,-,**,29,41,-,**
81435,4269,227,6.4,2.5,151,62,0,24.7,371,53,3,5,1855,148,8,3.8,909,104,8.6,7.6,735,111,1.9,3.2,185,91,6.1,12.6,63,54,0,100
81501,19404,704,9.9,1.6,2074,372,15.2,6,2999,404,12.2,5.1,6293,446,7.5,2.6,3061,283,13.9,4.7,2106,280,4.1,2.7,1487,223,10,8.6,1384,218,26.9,39.6
81503,11772,513,7.8,2.1,750,218,29.8,18.9,1301,316,6.9,4.2,3129,310,5.5,2.8,2228,243,4.7,2.8,2242,321,10,5.9,1117,184,8.8,11,1005,183,0,26.9
81504,22564,661,9.4,2.1,1545,328,29.2,15.1,2296,409,7.5,5.8,8383,498,10.6,2.8,3939,391,5.6,2.6,2847,301,5,3.5,1970,244,5.4,5.9,1584,199,0,31.1
81505,7784,542,6.1,2.3,455,139,19.4,15.5,666,259,14.5,11.5,2501,356,4.1,3.7,1069,197,5.3,5.2,1640,268,3.6,3.2,893,216,5.7,7.5,560,124,0,70.6
81506,8877,442,4.2,2.4,326,100,0,29.7,453,141,1.7,2.9,2034,294,6.9,5.9,1468,241,4.5,3.3,1532,247,1.7,2.1,1356,192,3.4,5.7,1708,233,0,29.4
81507,12019,483,4.4,1.7,750,171,8.3,8.6,282,122,18.1,19.8,2814,302,3.1,2.4,2343,250,4.7,3.2,2711,291,4.1,2.2,1778,204,0,10,1341,214,0,64.2
81520,10322,648,11.7,3.1,647,176,35.3,31.5,867,238,9.7,8.1,3933,453,13.5,4.8,1770,411,8.1,6,1555,287,3.9,4.8,863,182,20.5,18.3,687,161,0,54.4
81521,11288,389,5.3,1.6,756,182,29.2,19.3,794,259,5.8,7,4094,380,3,2.6,1910,295,4.4,3.9,1680,330,3.7,3.7,1003,182,12.3,18.4,1051,218,0,43.5
81522,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81523,803,232,0,6.3,0,12,-,**,10,18,0,97.3,130,84,0,39.1,288,198,0,12.4,212,143,0,17.6,139,98,0,62.8,24,28,-,**
81524,1886,333,6.4,6.9,183,106,8.3,13.9,91,92,0,33.2,574,209,13.5,17.1,486,213,0,10.3,306,137,0,28.5,161,125,-,**,85,52,0,79.5
81525,600,208,5.7,6.4,51,50,-,**,11,18,0,92.8,262,142,0,13.3,58,41,0,40.4,77,57,36.8,31.5,70,50,-,**,71,66,-,**
81526,4424,328,6.7,3.2,225,75,0,28.8,212,88,20,21.5,768,146,9,7.2,1236,261,6.1,5.7,1040,243,4,4.3,501,137,5.2,9.4,442,108,0,74.6
81527,1552,229,10.6,5.5,44,34,0,100,48,34,20.8,29,497,120,7.5,8.3,300,150,7.7,10.7,384,102,18.3,13.4,118,83,0,60.4,161,91,-,**
81601,12666,494,6.2,1.9,867,173,25.4,16.7,1405,317,9.8,6.5,4696,447,5.2,3.1,2462,323,4,3.5,1894,288,4,3.6,836,189,0,12.3,506,148,0,97.3
81610,353,119,7.9,7.7,2,4,0,100,27,27,30.8,20.9,149,85,4.4,7.3,53,40,7.3,15.7,61,34,15.2,23.6,21,18,0,100,40,23,0,100
81611,8242,380,5.9,2.7,255,112,4.5,9.4,363,170,18.8,19.5,2806,315,5.5,3.8,1663,302,5.7,4.9,1711,178,0.7,1.3,993,182,26.8,30.2,451,112,0,21.1
81612,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81615,2395,229,4.8,6.9,157,89,0,52.8,216,167,0,14.9,977,270,8.7,13.8,508,177,0,8.3,358,136,3.7,6.5,179,108,0,37.6,0,12,-,**
81620,8361,683,4.5,2.5,357,134,16.3,23.9,1083,390,6.4,8.2,4626,652,2.9,3.6,1194,379,8.5,4.1,778,260,3.6,5.8,277,143,0,22,46,53,-,**
81621,5708,665,10.6,4.8,416,189,36.4,37.4,526,264,21,22.5,2271,439,7.4,4.2,1276,289,8.2,6.9,804,226,8.1,8.2,352,139,7.3,9.2,63,66,100,47.5
81623,11609,793,9.5,3.1,742,260,42.7,26.7,646,260,9.8,9.6,4437,578,7,4.2,2327,456,6.2,3.8,2185,280,9.8,4.9,760,171,14.8,15.6,512,160,25.5,37.1
81624,1195,215,9.8,5.8,135,209,0,26.9,112,42,6.7,9.6,231,67,6.7,9.2,200,64,27,17.7,317,91,5.6,4.9,102,41,21.4,43.9,98,49,0,100
81625,9667,169,7.5,2,815,146,11.8,9.1,781,130,7.8,10.4,3141,124,9.3,3.4,2009,93,8,3.7,1592,85,2.4,2.2,762,69,0,9.7,567,45,24.1,47.2
81630,647,132,9.8,4.3,37,32,47.1,50,60,39,15.5,17.9,161,42,10.6,11.5,172,54,5.7,4.9,108,38,2.4,4.1,37,15,25,34.6,72,31,0,100
81631,6079,544,4.1,2.5,278,128,0,19.9,302,176,33.6,26.5,2703,472,0.8,1.4,1320,299,6.3,6,1028,323,2,3.3,262,126,0,24.2,186,109,-,**
81632,7096,684,3,1.6,532,168,0,15.7,488,214,3.1,4.8,3301,497,2,2,1337,361,4.3,3.4,912,187,1.9,3,357,149,27.8,34.4,169,118,0,82.3
81633,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81635,4989,475,6.9,3.7,513,193,14.9,19.1,200,120,0,17,1720,269,6,3.4,825,200,3.3,4.2,828,230,17,18.5,469,166,0,20.4,434,128,0,46.4
81637,5547,389,7.1,3.6,524,161,59.2,31.7,323,154,5.1,8.1,2588,361,5.1,4.2,1174,288,2.2,2.7,694,229,6.8,10.4,147,74,0,68.8,97,66,-,**
81638,123,82,0,30.4,0,12,-,**,6,10,0,100,13,15,0,85.4,21,23,0,67.2,78,73,0,42.3,5,7,-,**,0,12,-,**
81639,1940,197,5.7,3.6,90,38,8.8,18.4,76,48,0,34.9,692,155,7.8,7,531,97,4.7,4.2,339,97,0,13.3,158,55,0,52.8,54,31,100,97.3
81640,189,102,8.2,12.7,15,24,-,**,0,12,-,**,69,56,5,9.2,18,22,0,100,47,33,0,74.6,24,24,38.5,57.2,16,18,-,**
81641,2521,327,1.9,2.1,47,37,0,54.4,109,106,6.7,15.6,814,112,0,5.1,594,89,0,6.2,481,83,8.7,10.6,273,99,0,29.2,203,66,0,56.2
81642,84,62,0,41.5,0,12,-,**,0,12,-,**,0,12,-,**,14,21,0,82.3,31,37,0,55.3,39,35,0,97.3,0,12,-,**
81643,690,153,10.6,7.3,105,47,0,45.4,38,31,46.4,52.2,125,67,0,24.1,121,59,11.8,17.4,114,56,10.3,16.4,122,62,38.7,22.7,65,36,0,85.4
81645,798,184,5.1,3,15,21,0,88.8,74,47,18.3,15.7,423,133,4.1,4.1,137,63,5.1,8.4,67,36,0,49.3,69,35,0,54.4,13,11,0,100
81646,108,61,0,36.1,0,12,-,**,0,12,-,**,10,14,0,100,34,38,0,52.8,27,40,0,59.2,31,29,-,**,6,8,0,100
81647,4989,526,10.7,4.4,263,132,77.3,25.9,391,163,19.6,21.6,2183,301,7.5,5.5,1062,215,10.9,7.8,634,232,4.4,7.6,340,129,0,20.1,116,70,0,100
81648,1949,549,4.9,3.2,266,89,28.4,34.7,144,165,0,34.9,627,152,1.6,2.2,411,112,2.5,3.8,272,89,6.1,6.9,128,81,20.5,29.5,101,54,0,92.8
81649,224,57,1.6,2.8,10,11,-,**,18,17,0,88.8,96,32,3.5,6.4,59,31,0,40.1,22,14,0,68.8,11,8,0,100,8,8,0,100
81650,10103,946,6.7,2.7,676,212,22.6,19.4,967,384,11.8,13.3,4222,389,5.8,4.2,1820,293,4.5,3.4,1419,254,1.6,2.5,549,185,19.3,22.3,450,151,0,100
81652,3407,332,9.6,3.5,296,103,21.1,30,332,159,26.8,17.5,1327,214,6.5,5.1,665,175,5.3,3,475,162,8.6,6,221,94,34.4,41.7,91,64,0,100
81653,53,62,0,100,0,12,-,**,0,12,-,**,15,23,0,100,0,12,-,**,0,12,-,**,38,58,-,**,0,12,-,**
81654,726,184,1.9,2.7,45,54,0,85.4,2,5,-,**,295,134,0,12.3,177,81,0,20.5,123,62,4,7.7,64,51,19.4,34.1,20,21,-,**
81655,30,48,0,56.2,0,12,-,**,0,12,-,**,30,48,0,56.2,0,12,-,**,0,12,-,**,0,12,-,**,0,12,-,**
81656,290,173,6.9,12.8,0,12,-,**,0,12,-,**,146,138,12.6,26,77,50,0,37.9,37,37,0,50.6,15,19,-,**,15,25,0,100
81657,5307,188,5.8,5.5,55,54,0,48.1,324,257,0,12.5,2230,434,9,10.3,830,224,4.1,5.7,941,243,2.7,4.3,683,146,0,11.7,244,104,0,51.3
82063,44,54,0,50.1,0,12,-,**,0,12,-,**,19,39,0,68,5,12,0,100,11,18,0,89.4,0,12,-,**,9,14,-,**
