Zipcode,Total Population 2015,Total Population 2015 Margin of Error,Total Unemployment 2015,Total Unemployment 2015 margin of Error,Age Group 16-19 2015,Age Group 16-19 2015 Margin of Error,Age Group 16-19 2015 Unemployment,Age Group 16-19 2015 Unemployment Margin of Error,Age Group 20-24 2015,Age Group 20-24 2015 Margin of Error,Age Group 20-24 2015 Unemployment,Age Group 20-24 2015 Unemployment Margin of Error,Age Group 25-29 2015,Age Group 25-29 2015 Margin of Error,Age Group 25-29 2015 Unemployment,Age Group 25-29 2015 Unemployment Margin of Error,Age Group 30-34 2015,Age Group 30-34 2015 Margin of Error,Age Group 30-34 2015 Unemployment,Age Group 30-34 2015 Unemployment Margin of Error,Age Group 35-44 2015,Age Group 35-44 2015 Margin of Error,Age Group 35-44 2015 Unemployment,Age Group 35-44 2015 Unemployment Margin of Error,Age Group 45-54 2015,Age Group 45-54 2015 Margin of Error,Age Group 45-54 2015 Unemployment,Age Group 45-54 2015 Unemployment Margin of Error,Age Group 55-64 2015,Age Group 55-64 2015 Margin of Error,Age Group 55-64 2015 Unemployment,Age Group 55-64 2015 Unemployment Margin of Error,Age Group 60-64 2015,Age Group 60-64 2015 Margin of Error,Age Group 60-64 2015 Unemployment,Age Group 60-64 2015 Unemployment Margin of Error,Age Group 65-74 2015,Age Group 65-74 2015 Margin of Error,Age Group 65-74 2015 Unemployment,Age Group 65-74 2015 Unemployment Margin of Error,Age Group 75+ 2015,Age Group 75+ 2015 Margin of Error,Age Group 75+ 2015 Unemployment,Age Group 75+ 2015 Unemployment Margin of Error
81236,850,184,5.7,8.5,0,11,-,**,50,77,0,40.3,0,11,-,**,0,11,-,**,56,56,0,38.1,139,106,20.8,25.5,52,45,0,57,162,64,0,33.6,307,89,0,33.9,84,54,-,**
81237,87,63,40,21.3,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,42,60,47.6,12.2,0,11,-,**,8,12,0,100,23,35,-,**,14,22,-,**
81239,10,14,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,10,14,-,**,0,11,-,**
81240,3001,373,10.5,3.5,130,75,0,37,101,71,23.3,19.5,182,99,7.5,12,138,86,45.2,40.6,370,133,15.2,10.4,519,148,6,5,301,82,0,15,444,99,5.6,6.5,616,148,15.1,14.5,200,76,-,**
81241,79,50,0,41.6,3,5,-,**,0,11,-,**,17,29,0,69.1,7,9,0,100,0,11,-,**,16,19,0,71.2,7,8,0,100,14,12,0,100,15,17,-,**,0,11,-,**
81242,829,195,6.2,5.1,74,46,29.8,46.6,99,52,0,27.7,105,66,0,27.7,66,41,0,38.4,65,42,0,34.9,123,55,10.2,16.5,70,41,19,24.7,77,35,6.1,13.2,58,31,0,65.4,92,61,0,100
81243,131,57,5.7,9.1,8,11,0,100,8,11,0,100,0,11,-,**,0,11,-,**,10,9,40,50.2,41,35,0,57,8,7,0,100,17,13,0,85.9,37,28,-,**,2,4,-,**
81244,275,82,12.8,16.1,21,26,0,62.2,15,23,86.7,39.2,8,13,-,**,19,21,15.4,44.6,50,29,0,47.5,39,21,0,52,28,19,0,82.3,8,8,0,100,60,36,100,100,27,18,-,**
81248,91,77,0,50.4,0,11,-,**,0,11,-,**,0,11,-,**,12,16,0,82.3,20,27,0,63.7,0,11,-,**,0,11,-,**,50,59,-,**,9,13,-,**,0,11,-,**
81251,173,98,10,12.3,23,25,0,100,0,11,-,**,15,23,0,73.6,16,25,0,71.2,13,13,0,79,81,66,13,20.9,0,11,-,**,0,11,-,**,15,15,100,100,10,14,-,**
81252,3243,167,15.4,7.2,153,61,28.6,37.6,118,59,15.6,16.9,139,71,22,25.6,132,90,7.1,14.5,271,104,0.6,2.4,403,106,26.1,18.5,452,137,26.6,19.3,554,163,0,11,770,136,2,4.9,251,88,0,100
81253,504,145,0,13.1,11,15,-,**,0,11,-,**,0,11,-,**,34,35,0,48.9,28,33,0,53.8,66,60,0,54.8,111,70,0,29.2,53,51,0,55.9,64,55,0,73.6,137,116,-,**
81301,24809,556,5,1.3,2018,254,5.4,4.6,2485,228,6,3.8,2647,232,3.1,2.7,2128,201,9.3,4.5,3866,299,2.6,1.8,3504,287,7,4,2305,235,5,3.3,1937,260,2,2.2,2413,173,5.3,7,1506,162,0,25.7
81303,6534,418,6,2,362,141,21.6,15.7,453,168,11.8,14.6,365,133,8.2,8,614,134,2.8,4,1076,230,5.7,5.4,1190,195,5.5,3.2,605,101,2.8,2.8,673,131,3.2,3.5,825,123,5,5.4,371,123,0,63.7
81320,154,63,0,39.5,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,4,6,0,100,12,13,0,100,38,32,0,53.8,17,20,0,82.3,56,34,0,100,27,17,-,**
81321,11388,430,10.4,2.7,867,187,31.5,23.6,551,120,20,16.9,952,139,10.9,8.9,514,139,3.4,4.2,1785,176,6.4,5.8,1914,185,5.2,3.1,1213,219,15.4,10,912,163,3.4,4.4,1432,166,6.2,8.8,1248,147,48.3,37.7
81323,3996,346,8.7,3.7,176,95,0,20.7,279,115,23.2,21.2,296,116,6.4,11,313,106,12.8,15.6,614,136,3.5,4,580,131,14,9.8,444,120,0,9.4,460,130,5.3,8.9,538,119,20.7,20.2,296,100,0,69.1
81324,935,132,6.4,5.2,21,15,-,**,54,29,21.2,31.1,66,39,0,45.1,107,47,7.5,12.5,115,50,11.5,15.2,122,51,0,27.7,100,54,5.9,11.6,72,28,0,52.9,161,48,0,46.2,117,37,0,100
81325,139,55,2.4,7,2,6,100,100,6,10,0,100,0,11,-,**,11,17,0,85.9,21,21,0,76.1,22,25,0,76.1,36,23,0,54.8,31,24,0,90.1,5,8,-,**,5,7,-,**
81326,1699,143,4,1.8,132,44,34,23.7,64,40,12.5,16.2,50,25,10.3,13.5,84,31,4.3,6.3,254,59,1.4,2,346,79,0,11.3,261,68,4,4.2,209,64,2.9,5.1,213,56,0,37.7,86,33,0,100
81327,499,151,9.2,10.2,29,37,100,79,0,11,-,**,15,23,0,73.6,67,55,0,58.2,58,50,0,45.6,125,71,0,26.1,62,44,21.6,48.8,29,22,0,79,66,44,0,95,48,37,-,**
81328,3576,336,5,2,135,73,0,73.6,242,104,2.6,5.1,123,54,13.2,15.7,366,90,1.5,2.7,397,100,10.6,10.5,532,110,3.9,3.6,363,115,8.4,7.5,461,111,3.3,5.1,640,122,0,14.2,317,93,0,100
81330,55,55,23.5,51.3,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,21,34,-,**,26,21,0,55.9,0,11,-,**,8,20,100,100,0,11,-,**,0,11,-,**
81331,361,132,21.6,24.2,0,11,-,**,0,11,-,**,22,36,-,**,31,42,0,51.2,17,27,100,69.1,61,64,0,55.9,61,58,0,49.6,70,57,63.6,60.6,84,112,0,47.5,15,22,-,**
81332,163,46,7.1,6.7,8,10,0,100,18,15,0,73.6,0,11,-,**,6,6,0,100,32,21,0,51.2,32,19,20.8,18.4,18,14,0,82.3,9,8,50,50,26,15,-,**,14,14,-,**
81334,753,143,8.5,4.5,60,36,0,100,69,32,27.6,31.2,68,33,14.6,15.4,83,38,15,15.6,93,39,0,44.5,191,60,0,21.3,61,34,23.3,20.4,35,21,0,67.2,75,43,0,79,18,12,-,**
81335,111,102,14,29.2,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,14,22,100,76.1,12,20,0,82.3,0,11,-,**,74,95,0,32,11,17,-,**,0,11,-,**
81401,17851,473,11.1,2.7,862,234,20.6,17.5,1013,179,27.9,12.6,1305,140,10,7.5,1317,163,11.1,7,2597,230,9.6,4.7,3024,250,7.6,4.3,1613,256,11.5,6.7,1470,237,4.6,4.2,2543,234,8.8,6.9,2107,162,0,37.7
81403,8769,471,7.9,2.8,679,176,14.4,16.5,568,154,21.1,14.6,242,133,0,14.4,457,142,5,8.2,1216,225,4.3,3.7,1412,278,4.9,3.5,815,143,16.6,9.1,989,172,3.2,3.7,1488,200,9.4,9.2,903,170,0,44.5
81410,1201,226,2,2.3,48,43,0,62.2,0,11,-,**,55,49,0,41.6,40,34,0,52,176,94,0,21.4,214,106,3.7,6.5,111,75,9.3,23.1,128,60,0,29.7,168,78,0,40.3,261,95,0,100
81411,10,13,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,10,13,-,**,0,11,-,**
81413,4142,299,16.6,6.4,154,59,18,20.9,168,81,21.9,25.3,203,69,17.4,24.2,259,107,27,27.3,314,123,24.9,22.8,625,113,12.8,10.4,366,123,10,10.4,506,125,10.3,11.5,921,144,17.9,12.7,626,115,0,62.2
81415,1129,204,5.9,4.9,67,53,34.3,48.6,41,32,13,24.5,81,45,4.9,10.8,52,41,6.3,10.2,99,66,3.2,5.8,243,132,0,14.4,131,80,3.1,7.5,141,77,14.5,25.7,217,76,0,44,57,45,-,**
81416,11299,420,11.9,3.4,712,128,20,13.3,746,166,41.1,21.5,874,133,2.2,2.8,983,128,22.1,14.8,1548,205,5,4.2,1688,224,10.7,8.5,1170,220,7.2,6,920,209,5.6,5.5,1433,196,6.7,7.9,1225,155,0,35.6
81418,1434,206,10.5,6.9,120,71,-,**,85,52,38.6,39,21,28,28.6,30.6,17,30,-,**,168,78,0,19,285,94,9.6,10,117,72,29.4,38.6,128,56,0,38.8,279,103,0,37.4,214,79,0,100
81419,3133,294,13.2,5.1,174,76,62.8,33.2,159,87,0,26.3,155,74,29.5,21.4,149,60,3.4,4.8,489,162,3.8,4.1,398,111,11.9,9,375,132,12.3,11.9,345,126,9.7,10.4,537,123,21.9,20.5,352,119,0,50.4
81422,608,107,10.7,6.7,47,29,18.8,29.8,48,34,18.4,21,6,6,0,100,48,22,0,47.5,53,32,0,44.5,117,44,18.8,16.3,74,48,0,48.2,70,43,6.3,12,107,41,12.1,24.1,38,18,-,**
81423,1245,174,2.1,2.2,28,22,-,**,27,18,0,54.8,67,45,22.9,22,166,68,0,18.9,143,59,5,8.3,225,74,0,16,222,72,0,16.3,110,56,0,36,187,51,0,40.3,70,51,0,67.2
81424,873,142,8.2,5.3,29,24,57.1,57.1,34,24,39.3,44.5,9,11,77.8,36.9,29,26,0,54.8,103,47,5.9,9.2,202,57,6.8,8.3,133,43,3.5,5.7,145,56,0,36.7,96,37,0,57,93,35,-,**
81425,4179,309,10.1,3.5,307,116,13,20.3,211,94,2.9,4.3,331,105,22.7,12.3,347,108,15.8,11.8,633,117,5.9,5.5,784,133,10.8,7.5,316,103,0,12.2,326,123,3.5,6.4,506,133,8,9.5,418,128,33.9,34
81426,122,37,6.9,10.3,0,11,-,**,2,4,0,100,1,2,-,**,7,8,0,100,40,18,0,46.2,36,18,0,47.5,13,13,0,79,18,19,44.4,48.1,3,5,0,100,2,3,-,**
81427,863,178,5.8,4.7,51,38,33.3,60.8,64,48,0,35.3,55,50,0,50.4,51,34,31.4,39,99,53,0,25.7,140,59,0,20.4,96,47,11.5,15.2,71,50,0,40.7,201,72,2.8,7.3,35,25,-,**
81428,2767,258,9.4,6.6,175,51,0,49.6,153,116,62.1,38,75,39,4.8,10.3,136,57,14.4,20.2,349,94,3.4,3.4,588,128,6.8,6.8,319,85,0,15.4,280,85,3.4,5.1,428,113,4.1,6,264,91,0,100
81429,84,33,0,43.5,0,11,-,**,0,11,-,**,0,11,-,**,3,4,0,100,4,6,-,**,5,6,-,**,25,21,0,63.7,11,16,0,85.9,31,28,0,100,5,7,0,100
81430,614,179,2.8,5.5,59,63,-,**,7,13,0,100,19,31,5.3,21.5,36,43,0,47.5,62,56,0,40.7,165,81,0,16.6,109,72,0,26.3,67,51,0,48.2,90,56,23.1,51.3,0,11,-,**
81431,287,76,0,14.9,26,20,0,100,0,11,-,**,9,15,0,95,21,22,0,62.2,40,28,0,45.1,35,35,0,65.4,68,34,0,36.7,35,27,0,55.9,10,10,0,100,43,32,-,**
81432,2416,229,8.7,4.5,124,62,44.9,39.8,40,27,0,45.1,93,49,7.5,13.3,107,49,4.3,6.8,243,89,4.1,4.7,512,125,14.6,10.8,251,68,2.8,3.4,312,74,3.5,4,542,83,3.8,5.2,192,73,0,100
81433,512,91,14.6,7,7,7,100,100,55,44,31.1,46.2,86,53,10.9,13.4,42,26,0,44.5,26,17,15.4,22,95,39,14.8,16.6,44,23,37.5,40.6,51,29,0,52.9,76,21,10.7,14.6,30,25,0,95
81434,166,83,5.2,8.1,51,45,0,100,3,7,-,**,0,11,-,**,0,11,-,**,15,17,0,73.6,41,36,0,44.5,15,16,33.3,25.5,32,21,0,82.3,9,10,0,100,0,11,-,**
81435,4257,221,7.2,2.7,103,60,0,40.3,359,72,22.2,21.6,542,70,9,10.5,407,85,5,5,991,80,7.2,4.9,755,102,1.2,1.4,284,92,6.9,8.4,427,103,5.8,5.7,308,66,3.7,6.3,81,38,-,**
81501,19784,789,12,2.2,2343,298,23.5,8.4,3675,518,15.4,4.8,2004,307,14.9,5.8,1789,303,5.7,4.6,2430,396,4.3,2.8,2522,391,15.7,6.4,1131,240,1.7,2.5,1110,192,13.9,11.2,1495,217,5.6,5.3,1285,239,6,10.4
81503,11476,616,10.1,3,671,157,12.8,13.4,1065,352,12.4,8.8,1049,252,7,8.4,858,203,19.8,15.3,1376,264,10.1,7.9,1941,328,5.5,4.4,1297,215,11.3,7.5,931,179,10,7.3,1386,182,9.2,8.1,902,155,0,41.1
81504,22021,787,6.8,2,930,242,11.5,12.8,1903,404,10.9,6.2,2550,366,8.9,5.2,2082,324,6.8,5.9,3235,370,7.4,4.3,3333,465,4.1,2.4,2001,311,4,2.3,1905,271,6.5,8.8,2146,276,3.4,3.4,1936,223,0,28.2
81505,7537,557,5.9,2.3,481,153,20.2,21,545,183,13.1,7.7,566,188,1.5,2.8,397,124,0,8.4,1075,268,6.9,7.2,1307,232,3.7,3.1,784,198,4.4,3.8,657,175,11.6,9.4,1068,210,0,8.1,657,168,0,40.7
81506,8948,522,6,2.4,344,126,39.2,24.1,606,221,2.2,3.4,300,138,3.2,6,575,150,22.7,17.7,1036,243,0,3.4,1203,222,7.8,4.9,763,163,1.4,2.3,781,161,5,5.2,1277,222,0,8.6,2063,250,0,19.4
81507,12773,463,7.2,2.8,736,211,20.9,18.8,509,190,34.7,21.2,675,179,16.1,13.5,561,239,10.6,11.7,1870,278,3.3,2.9,2066,282,4.4,3.7,1329,254,6.5,5.5,1565,294,0.7,1.2,2152,239,2.2,4,1310,229,0,44
81520,10967,715,14.4,3.9,544,179,31.3,17.4,926,357,15.7,12.4,1379,361,15,8.2,1160,247,24.4,14.8,1618,332,8.2,7.7,1682,378,13.7,10.5,1106,273,9.9,8.6,695,179,8,10.9,1275,265,5.6,9,582,171,0,40.3
81521,12271,631,8.6,2.6,1066,281,34.4,14,743,225,15.6,15.9,637,229,21.4,16.7,1455,372,5.5,6,2364,440,4,4.1,2326,339,4.1,3.4,847,257,2.6,3.9,742,233,12.4,18.2,1058,238,9.3,15.1,1033,256,0,49.6
81522,24,41,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,12,21,-,**,12,20,-,**,0,11,-,**
81523,1087,319,6.8,8.4,20,32,-,**,28,24,0,53.8,0,11,-,**,0,11,-,**,240,195,0,20.6,293,184,0,10.7,152,89,9.2,15,166,98,0,21.1,175,133,74,55.1,13,22,-,**
81524,1552,381,6.2,5.2,183,92,20.3,40.4,35,60,0,48.2,85,78,0,33,29,32,0,52.9,280,218,7.9,14.5,329,142,4,6.7,221,93,5.6,8.5,146,95,0,37.7,157,104,0,63.7,87,67,0,73.6
81525,819,247,8.7,12.3,65,53,-,**,12,20,-,**,133,149,38.1,29,55,65,0,73.6,185,119,0,14.9,119,66,0,22,26,30,0,55.9,39,46,0,55.9,69,69,-,**,116,104,0,79
81526,4453,332,3.7,1.5,169,57,0,37.7,167,58,3.7,8.1,371,123,4.3,5.7,388,116,2.3,3.5,506,131,9.2,6.2,1004,225,2.3,3,581,139,1.4,2.1,358,109,4.5,4.8,454,78,3.7,6,455,127,0,46.8
81527,1397,263,2.9,3.4,58,52,0,76.1,82,74,0,36.7,88,73,0,31.4,16,36,0,100,194,108,0,22.2,264,126,6.6,9.8,224,146,5.7,10.9,126,93,0,33.9,253,119,0,33.9,92,79,0,90.1
81601,12691,525,6.5,2,828,176,19.7,12.5,1352,339,3.3,4.4,1216,280,6.2,5.5,1025,225,4.3,3.5,2218,281,8,4.6,2252,253,7.4,3.8,1065,174,2.9,3.4,1158,239,7.4,8.8,968,161,4.9,6.1,609,146,0,23.2
81610,277,68,12,9.9,5,8,0,100,22,22,33.3,38.4,40,22,0,79,30,22,0,62.2,24,17,25,38.2,40,26,11.1,20,20,16,30.8,41.3,41,24,0,55.9,32,24,-,**,23,13,0,100
81611,8378,397,8,3,325,108,1.9,6.1,487,219,21.6,20.3,831,202,15.4,8.7,864,167,1,1.6,1251,257,7,6.9,1561,259,5.1,3.9,631,169,4,6.2,696,184,5,6.2,1178,183,19.5,19.2,554,120,0,26.5
81612,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81615,2504,237,4,6.1,106,99,0,63.7,202,117,0,13.8,263,161,0,10.8,100,82,0,25.5,763,242,10.4,15.5,351,193,0,11.2,177,129,0,26.8,248,163,0,17.9,248,150,0,22.4,46,69,-,**
81620,8973,615,2.1,1.7,581,234,25.5,33.8,958,380,7,6.6,1502,400,0,2.1,1395,446,0,2.4,1719,419,0,2.1,1438,382,2,3.3,690,259,0,4.8,203,90,0,23.2,344,167,0,11.5,143,108,-,**
81621,5202,574,11,6.1,288,139,0,29.2,379,212,47.6,37.2,369,197,0,8.9,298,175,0,11.1,845,221,11.9,10.3,1261,316,9.7,7.7,569,202,2,3.7,544,189,5,8.7,499,154,3.4,6.9,150,121,60,49.1
81623,12058,633,4.9,2.1,846,231,12.4,16.4,568,227,0.4,0.6,1272,322,6.9,8.9,1157,236,1.4,2.5,2222,306,4.3,3.5,2201,408,6,5.2,1029,203,4.2,3.9,1058,203,5.6,4.9,1107,207,1.8,2.5,598,161,22.9,33.9
81624,1162,236,7.4,3.6,232,229,2.3,11,67,41,0,47.5,88,47,0,34.9,87,37,0,30.9,120,40,0,27.9,139,52,14.6,11.3,67,32,3.8,5.3,123,42,19.5,13.4,145,46,38.2,38,94,32,0,82.3
81625,9552,124,5.8,1.7,668,148,21.4,18.4,766,143,7.7,6.7,754,78,7,8,867,117,4.7,4.1,1445,90,7.4,4.5,1800,92,5.1,2.6,1011,122,2.9,2.6,758,115,1,1.9,931,55,2,3.1,552,44,0,48.9
81630,617,111,10.9,4.4,44,33,33.3,38.8,42,24,21.4,22.3,29,15,29.6,23.7,36,20,25.9,25.6,91,36,8.6,8.7,146,46,3.7,4.4,54,22,0,43,56,36,0,47.5,51,24,18.2,29.8,68,27,-,**
81631,5810,711,4.1,3.6,249,136,0,43.5,49,58,100,48.2,569,335,0,7.4,574,271,5.7,9.6,1719,319,2.4,4.1,868,396,0,3.6,627,264,2.3,4,515,314,18.6,28.5,416,256,0,13.5,224,158,-,**
81632,7562,686,4.4,2.2,450,192,22.1,30.6,685,345,14.3,13.5,755,272,0,4.4,922,325,0,3.7,1616,297,1.6,2.7,1532,379,5.3,4,510,150,2.6,4.1,372,151,0,11.9,560,180,15.6,20.1,160,163,-,**
81633,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81635,5063,424,4.4,2.8,578,163,24.4,31.3,133,100,0,20.2,370,158,15.8,16.5,430,149,2.4,4.4,649,195,0.2,0.6,928,205,1.4,2.3,681,260,0,6.2,332,139,11.8,12.4,507,131,8.5,12.2,455,118,0,73.6
81637,6310,451,5.6,3.4,476,208,52.3,46.7,303,156,13,16.8,590,264,5.6,11.3,696,267,6.2,7.5,1266,273,2.4,2.7,1531,398,1.2,1.9,587,240,8.1,12.9,438,164,3,6.6,305,158,0,21.7,118,80,0,85.9
81638,141,57,0,21.6,0,11,-,**,4,7,0,100,0,11,-,**,28,30,0,53.8,15,16,0,73.6,21,20,0,73.6,16,15,0,71.2,29,30,0,55.9,17,17,0,82.3,11,17,0,100
81639,1837,199,4.7,3.5,169,64,11.3,15.9,74,55,0,33.3,133,64,8.3,9.1,141,61,3.1,4.1,310,69,1.1,1.9,438,110,4.1,6.2,219,58,0,16.5,150,53,0,33,116,42,0,95,87,46,84.6,28.9
81640,118,51,7.3,12.6,0,11,-,**,6,11,0,100,21,23,28.6,47.3,0,11,-,**,13,19,0,79,21,18,0,62.2,19,14,0,100,14,12,0,90.1,4,6,-,**,20,20,0,100
81641,2802,376,4.9,2.8,148,62,23.2,26.3,195,105,6.5,8.2,148,55,0,22,249,74,0,13.2,433,85,3.8,6,512,80,0.9,1.7,298,83,3.3,4.7,261,92,28.6,25.8,311,76,0,17.5,247,57,13,23.1
81642,105,107,0,38.8,0,11,-,**,28,38,-,**,0,11,-,**,0,11,-,**,0,11,-,**,13,19,0,79,0,11,-,**,0,11,-,**,64,58,0,44.5,0,11,-,**
81643,588,133,0,7.9,28,24,0,65.4,31,25,0,51.2,5,7,0,100,6,8,0,100,61,45,0,42,164,51,0,19.2,71,35,0,39.9,63,31,0,41.6,41,31,-,**,118,60,0,63.7
81645,1010,245,2.7,2,4,6,-,**,92,63,0,28.4,49,31,18.4,21.3,168,84,0,18.2,167,62,5.5,7.9,304,179,1.7,2.6,54,30,0,42.5,50,42,0,57,109,65,0,47.5,13,14,-,**
81646,143,73,0,28.7,6,11,-,**,6,11,0,100,0,11,-,**,6,8,-,**,43,41,0,48.2,23,36,0,59.4,0,11,-,**,0,11,-,**,25,31,-,**,34,37,0,60.7
81647,4918,503,5.8,3.1,338,195,15.8,24.6,366,227,0,11.1,347,210,16.6,23.9,442,166,0,9.4,1086,262,5.2,5.9,956,216,10.9,8.6,562,235,0,5.5,285,132,0,13.8,386,135,0,16.6,150,66,0,85.9
81648,2091,260,1.8,1.4,224,73,0,29.2,197,79,0,24.5,236,53,2.7,3.5,149,56,0,23.4,305,69,2.7,4.8,403,84,0.9,1.4,164,60,0,22.7,148,60,0,27.2,157,58,16.7,17.7,108,46,-,**
81649,230,68,1.5,2.2,2,3,-,**,16,15,0,100,26,15,0,58.2,14,14,0,82.3,73,40,4.6,6.5,55,30,0,38.4,14,10,0,76.1,10,12,0,90.1,13,9,0,85.9,7,6,-,**
81650,9834,745,10.1,2.7,582,190,51.7,20.6,943,335,20.7,14.4,744,241,0,4.6,1204,254,5.6,7.6,2084,324,8.3,5.7,1853,305,7.7,5.6,763,235,8,11.7,534,184,2.9,4.4,818,194,7.1,8.5,309,106,0,36.7
81652,3524,310,8.2,3.8,332,119,31.7,26.6,163,82,32.8,23.9,318,98,0,10,243,81,2.2,3.1,660,147,8.2,6.9,635,172,4.8,4.3,363,152,5.6,6.1,385,132,1.6,3.3,270,75,16.1,22.2,155,73,0,79
81653,34,28,0,57,0,11,-,**,0,11,-,**,6,11,0,100,12,20,0,82.3,16,23,0,100,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81654,1002,306,4,4.7,28,39,-,**,39,48,81.3,45.4,170,126,0,17.5,110,123,0,23.6,70,67,0,33.3,201,85,0,17.8,206,152,0,14.3,116,88,10.6,17.8,50,50,0,71.2,12,15,0,100
81655,24,38,0,58.2,0,11,-,**,0,11,-,**,0,11,-,**,12,19,0,82.3,12,19,0,82.3,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81656,207,123,0,22.4,19,28,-,**,0,11,-,**,0,11,-,**,11,19,0,85.9,13,21,-,**,37,41,0,71.2,74,61,0,32,0,11,-,**,35,22,0,100,18,27,0,95
81657,5039,234,5.6,6.3,115,101,0,54.8,523,221,1.6,2.7,647,212,0,4.5,438,238,44,44.6,919,219,0,3.5,572,200,6.2,6.2,384,168,0,8.4,630,247,0,9,530,161,0,14.8,281,152,0,35.6
82063,114,141,0,25.9,31,49,0,51.2,0,11,-,**,0,11,-,**,0,11,-,**,29,46,0,52.9,28,45,0,53.8,5,7,0,100,5,7,0,100,4,6,-,**,12,13,-,**
84035,426,257,0,13.1,0,11,-,**,104,105,0,42.6,67,71,0,39,0,11,-,**,71,73,-,**,60,70,0,40.2,48,52,0,55.7,35,55,0,46.1,23,36,-,**,18,28,-,**
84078,20358,344,5.1,1.6,1733,142,10.9,8.9,1978,140,9.1,5.5,2209,143,4.4,3.7,2659,114,9.2,7.8,3651,177,3.6,2.7,2989,152,1,0.9,1332,208,4.4,4.1,1195,223,1,1.8,1465,97,3.4,3.5,1147,77,0,33.7
84535,2018,220,5.2,3.6,132,61,0,47.5,221,94,12.1,17,119,68,0,33.3,203,70,16.5,22.2,368,81,7.1,5.7,255,73,0,13.9,109,62,0,26.6,116,58,0,24.1,213,74,0,35.5,282,73,0,54.6
