Zipcode,Total Population 2015,Total Population 2015 Margin of Error,Total Unemployment 2015,Total Unemployment 2015 margin of Error,Age Group 16-19 2015,Age Group 16-19 2015 Margin of Error,Age Group 16-19 2015 Unemployment,Age Group 16-19 2015 Unemployment Margin of Error,Age Group 20-24 2015,Age Group 20-24 2015 Margin of Error,Age Group 20-24 2015 Unemployment,Age Group 20-24 2015 Unemployment Margin of Error,Age Group 25-29 2015,Age Group 25-29 2015 Margin of Error,Age Group 25-29 2015 Unemployment,Age Group 25-29 2015 Unemployment Margin of Error,Age Group 30-34 2015,Age Group 30-34 2015 Margin of Error,Age Group 30-34 2015 Unemployment,Age Group 30-34 2015 Unemployment Margin of Error,Age Group 35-44 2015,Age Group 35-44 2015 Margin of Error,Age Group 35-44 2015 Unemployment,Age Group 35-44 2015 Unemployment Margin of Error,Age Group 45-54 2015,Age Group 45-54 2015 Margin of Error,Age Group 45-54 2015 Unemployment,Age Group 45-54 2015 Unemployment Margin of Error,Age Group 55-64 2015,Age Group 55-64 2015 Margin of Error,Age Group 55-64 2015 Unemployment,Age Group 55-64 2015 Unemployment Margin of Error,Age Group 60-64 2015,Age Group 60-64 2015 Margin of Error,Age Group 60-64 2015 Unemployment,Age Group 60-64 2015 Unemployment Margin of Error,Age Group 65-74 2015,Age Group 65-74 2015 Margin of Error,Age Group 65-74 2015 Unemployment,Age Group 65-74 2015 Unemployment Margin of Error,Age Group 75+ 2015,Age Group 75+ 2015 Margin of Error,Age Group 75+ 2015 Unemployment,Age Group 75+ 2015 Unemployment Margin of Error
80235,6678,524,4.2,1.9,487,129,10.9,13.4,546,205,4.6,5.4,644,152,0.7,1.4,705,144,5.2,5.3,925,228,5.3,5.2,1145,222,3.6,2.5,565,136,1.8,2.5,502,111,8,12,694,124,1.8,2.9,465,104,50,50
80236,13750,717,7.2,2,814,336,2.4,4,1198,358,10.6,9.7,1358,282,12.7,7.9,1604,338,5.9,4.8,2130,337,4.3,3.8,2281,330,8.9,5.3,831,173,6.8,5.2,1115,225,6.8,6.8,1334,248,0,12.8,1085,190,0,27.9
80237,16563,711,4.1,1,412,134,26.4,22,1001,244,1.7,2.9,2468,503,1.6,1.4,1969,427,4.6,4.4,2887,397,0.2,0.3,2345,317,6.5,3.9,1284,223,4.9,4.2,992,175,13.1,8.3,1787,239,3.3,3.7,1418,239,0,25.3
80238,8696,382,2.9,1.5,48,39,-,**,72,49,0,32.7,669,159,11,12.1,1490,303,0.5,0.9,3515,395,2.1,1.9,1587,233,0.7,1.1,296,151,5.5,9.9,483,143,5.8,7.8,353,114,35.6,19.8,183,85,0,79
80239,31564,1105,8,1.4,2780,431,21.8,9.2,3303,417,12.3,5.4,3450,411,5.9,3.2,3880,393,10.5,4.5,7116,510,7.6,2.3,5141,531,5.4,2.4,1857,284,2.7,2.4,1402,251,2.7,3.9,1589,232,8,9.2,1046,205,0,24.5
80241,25212,834,6.8,1.7,1708,293,25.7,10.6,2376,410,12.5,7.8,2228,341,5.8,4.3,2546,366,5.1,3.2,5177,452,4.8,2.2,4950,501,5.8,2.7,1914,310,4.5,3.2,1526,279,4.2,4.4,1763,324,10.9,8.2,1024,259,0,46.2
80246,11794,461,6.8,2,300,132,9.8,13.4,1811,365,3.8,3.9,2734,361,9.5,4.1,1564,356,10.2,7.8,1660,237,3.4,2.5,1373,292,10.8,6.5,712,211,0,5,600,196,1.9,3,549,124,5.3,8.8,491,114,0,54.8
80247,22412,915,7.6,1.7,885,258,46.5,20.6,1913,461,11.6,7.3,3216,502,5.4,4.1,2546,382,7.4,4.4,3698,531,5.5,3,2764,368,8.5,3.4,1458,266,0,2.9,1373,256,5.4,8.4,2163,322,4.7,4,2396,330,0,25.9
80249,20087,1012,5.9,1.9,1330,294,13.1,14.6,1751,344,16.3,12.9,1898,548,3.1,5.1,2746,516,5.6,4.6,5321,476,5.2,2.5,3362,373,4.7,4.1,1316,304,3.5,5.6,818,215,2.7,5.2,917,184,0,8.7,628,414,0,31.4
80260,25529,1082,8.7,1.8,1582,324,25.8,13.4,2968,510,9.9,5.7,2370,415,7.8,4.9,2944,425,13.8,5.5,4687,504,5,2.3,4416,561,6.7,3.5,1920,314,8.1,5.2,1138,221,2.2,2.3,1911,295,6.6,7.6,1593,238,15.7,21.8
80264,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80290,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80293,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80294,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80301,20506,653,4.5,1.2,924,202,23.7,18.1,1812,346,2.9,3.3,2347,344,5,4.2,1820,288,3.9,3.8,3657,310,3.9,3.2,3734,360,4.4,1.9,1875,247,3.8,3,1295,220,5.6,5,2045,225,2.6,3.2,997,189,0,51.2
80302,26725,916,7.5,1.6,2720,577,30.3,12.7,9745,801,9.7,2.9,2292,321,6.4,4.8,1860,247,4.7,3.5,2383,341,1.3,1.4,2354,348,5.6,3.3,1287,227,4.3,4,1460,247,4.3,2.7,1528,201,3.5,4.1,1096,185,0,20.4
80303,21009,693,5.8,1.5,1450,324,16.2,12.2,5413,538,8.7,3.2,2022,313,5.3,3.1,1352,228,1.8,2.3,2287,301,1.8,1.5,2096,225,7.5,4.1,1416,182,0,2.7,1282,216,7.4,4.7,1863,222,1.5,2.2,1828,320,0,25.5
80304,21993,745,4.9,1.7,905,241,22.1,21.5,1991,460,16.2,10.7,2479,426,4.9,3.2,2058,363,1.1,1.8,4059,365,2.6,1.7,3867,368,3.4,2.4,1665,235,3,2.3,1708,287,5.3,4.1,2113,275,3.7,4.3,1148,227,0,26.5
80305,14672,617,5.8,1.6,1068,302,15.8,12.3,2546,428,10,4.7,1337,263,7.5,5.8,1094,195,0.7,1.1,2307,235,2.4,1.5,2469,236,4,2,986,165,8.8,4.5,717,152,6.6,3.6,1178,159,0,9.3,970,156,0,19.5
80310,6680,533,17.1,5.5,4959,373,25.7,7.1,1684,511,1.4,2.4,9,13,0,95,20,22,0,63.7,0,16,-,**,8,16,0,100,0,16,-,**,0,16,-,**,0,16,-,**,0,16,-,**
80401,33740,583,5.1,1.2,2479,305,17,6.7,3828,397,7.6,4.5,2896,401,4.9,3.7,2575,353,3.7,2.8,4703,299,5.5,2.8,5920,452,2.9,1.3,2742,290,4.9,2.5,2791,307,3.5,2.5,3680,323,4.3,3.1,2126,245,3.5,5.5
80403,15035,642,4.2,1.5,670,164,9.5,11.8,790,230,16.3,11.9,876,205,6.7,5.9,1032,301,1.3,1.8,2949,324,1.7,1.4,3308,322,3.7,2.3,1576,284,6.8,5.5,1256,243,0,4.5,1637,233,1.1,1.7,941,166,0,40.3
80419,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80420,686,208,4.5,3.4,57,50,63.6,60.7,26,32,0,55.9,45,40,13.3,22.8,59,36,13,18.6,191,84,4.3,5.8,169,89,0,16.6,111,105,0,23.9,12,9,0,85.9,14,20,0,79,2,3,-,**
80421,7067,489,6.7,2.9,476,101,0,15.8,333,132,16.5,16.9,226,93,7,13.7,380,83,8.1,12.8,1034,190,6.4,4.9,1623,200,1.9,2.3,987,213,13.5,10,892,243,8.4,7.9,890,159,4.5,7.4,226,96,0,76.1
80422,3665,248,5.1,3,142,77,0,95,128,74,0,23.4,130,133,12.3,28.7,311,137,11.9,13.5,819,183,4.9,5.6,611,165,7.1,9,636,168,1.1,1.9,454,177,0,10,347,140,10.9,22.2,87,51,-,**
80423,119,150,15.7,37.2,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,50,74,0,47.5,23,27,26.1,50.7,16,24,-,**,16,12,45.5,54.5,14,21,-,**,0,11,-,**
80424,8012,681,5.8,2.9,266,160,67.2,34.2,867,295,10.4,10.5,1342,302,1.3,2.4,777,253,8.3,9.1,1527,373,0.8,1.9,1156,250,1.2,1.4,355,136,0,10,630,192,6.6,8.8,940,222,10,14.3,152,93,0,35.3
80425,216,131,0,17.5,0,11,-,**,0,11,-,**,31,37,0,71.2,0,11,-,**,0,11,-,**,0,11,-,**,32,37,0,50.4,55,62,0,58.2,87,71,0,32.7,11,17,0,85.9
80426,103,64,9.4,14.5,0,11,-,**,6,8,0,100,7,10,0,100,0,11,-,**,16,26,0,71.2,30,24,0,58.2,23,29,0,100,6,9,100,100,5,8,-,**,10,11,-,**
80427,707,148,5.2,5.2,0,11,-,**,24,24,0,58.2,62,47,33.3,39.7,65,47,0,41.1,135,62,0,21.6,198,72,0,15.9,59,31,0,41.1,86,45,7.5,16,63,36,26.9,37.6,15,17,0,95
80428,524,183,0,8.9,27,40,-,**,15,21,0,73.6,19,22,0,65.4,17,27,-,**,120,75,0,24.7,62,48,0,36,108,64,0,31.1,69,69,0,45.6,5,9,-,**,82,69,0,100
80432,138,92,0,31.1,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,45,49,0,42.5,51,65,-,**,32,38,0,50.4,0,11,-,**,10,16,-,**
80433,6879,472,3.5,1.5,470,159,9.7,9.8,264,98,8.4,9.4,251,116,13.8,13.7,389,108,2.6,3.3,889,164,0.8,1.3,1672,204,0.7,1,975,176,7.7,5.8,761,147,1.3,2,837,171,2.3,4.1,371,108,0,73.6
80434,28,26,0,62.2,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,7,12,-,**,7,12,0,100,10,7,0,90.1,4,6,0,100,0,11,-,**
80435,6316,698,5.2,4.2,233,159,0,28.7,775,351,0,4.5,648,244,3,4,584,213,8.4,12.1,1145,333,0,2.8,1132,316,5,5.4,699,186,1.5,2.5,675,254,25.6,29,333,110,37.8,41.1,92,69,0,59.4
80436,450,137,0,9.6,29,30,0,52.9,0,11,-,**,20,22,0,63.7,46,41,0,53.8,45,39,0,42.5,133,88,0,20,57,58,0,63.7,30,35,0,73.6,45,44,0,100,45,66,-,**
80438,341,79,3.8,3.3,14,16,0,76.1,23,19,0,62.2,5,6,0,100,28,21,17.4,21.1,36,21,0,52.9,40,22,0,48.2,59,27,9.3,12.9,63,49,0,42,67,42,4.3,14.2,6,7,-,**
80439,19507,615,5.7,1.2,1173,246,19.7,11.1,577,143,5.5,5.3,647,217,3.7,3.8,909,181,2.6,2.9,2625,296,4.8,3.7,4411,303,4.1,2,2497,313,5.7,3.7,2334,296,5.9,3.9,2817,213,9.8,5.4,1517,211,0,32
80440,1903,306,5.1,3.7,92,45,0,46.2,227,105,19.6,26.3,132,76,0,21.9,158,62,0,26.1,367,100,5.2,7.6,448,120,3.9,6.1,190,95,4.1,6.9,186,91,0,21.7,90,56,0,36.3,13,14,-,**
80442,2064,571,5.7,4.7,43,41,0,52.9,61,50,13.1,17.9,381,155,16.6,22.9,225,95,0,12.7,346,217,0,8.6,132,69,8.9,14.8,140,104,15.7,20.3,371,274,0,17,356,243,0,31.7,9,13,-,**
80443,3129,363,7.9,5.9,47,48,-,**,160,133,0,21,513,254,16,19.5,503,253,21.4,18.2,479,201,3,3.6,500,199,0,6.4,334,166,0,9.3,154,100,0,18.8,283,143,12.5,27.3,156,100,0,69.1
80444,973,148,6.1,2.9,34,17,0,71.2,68,44,10.6,19.1,83,39,6.8,9.9,76,41,0,40.7,155,58,0,23.9,221,70,2.9,4.4,62,27,21.7,20.4,69,28,29.8,25.9,167,66,3.1,4.5,38,23,0,82.3
80446,2927,510,4.4,3.1,129,91,11.3,19.2,178,161,25,25.2,215,119,0,13.8,302,132,3.4,6.2,315,158,0,9.8,608,173,0,5,342,136,2.5,2.9,451,174,2.7,4.2,325,152,32.4,42.9,62,53,0,100
80447,1643,450,0,2.9,66,70,0,90.1,11,13,0,85.9,4,7,0,100,110,89,0,28.4,86,79,0,29.2,470,252,0,6.2,139,95,0,19.3,255,192,0,28.2,259,195,0,34.9,243,123,0,30.6
80448,240,177,0,22.7,13,19,0,79,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,85,73,0,28.9,48,45,0,69.1,0,11,-,**,94,140,-,**,0,11,-,**
80449,754,274,3.2,5.2,11,19,-,**,12,19,100,82.2,5,9,0,100,0,11,-,**,150,99,0,19.2,149,100,0,26.5,96,70,0,60.7,107,72,0,34.6,174,86,0,48.2,50,49,-,**
80451,659,196,13.7,15.1,68,67,62.5,51.8,9,12,0,95,57,46,0,57,99,90,3.4,7,120,64,0,24.1,161,93,33.6,40.8,65,37,0,44,23,21,0,100,48,32,0,85.9,9,11,-,**
80452,2508,281,9.4,4.9,75,53,-,**,271,108,16,14.8,161,66,5,8,62,46,0,36,598,162,0,5.4,471,121,8,8.7,369,127,10.6,11.2,166,67,59.6,24.2,157,52,10.3,15.7,178,76,0,53.8
80453,229,133,5,6.4,23,35,-,**,15,22,53.3,17.4,0,11,-,**,8,14,0,100,70,62,0,41.6,51,62,0,52.9,40,42,0,45.1,7,10,0,100,15,23,0,73.6,0,11,-,**
80454,989,216,6.9,6,26,30,50,50,78,64,74.4,34.7,57,65,0,37.7,101,72,0,28.4,222,103,0,15.5,208,114,0,15.2,75,47,0,38.4,72,46,12.5,16.7,94,64,0,49.6,56,45,-,**
80455,443,139,0.7,1.5,31,40,0,100,25,29,0,100,16,15,0,85.9,21,19,0,62.2,76,45,0,32,92,45,2.6,5.9,69,61,0,35.3,21,13,0,71.2,73,44,0,50.4,19,20,0,100
80456,805,198,10,11.5,0,11,-,**,12,22,0,82.3,57,57,0,37.7,16,28,-,**,66,52,0,40.7,204,76,22.5,25.3,82,69,0,30.9,97,126,0,90.1,172,53,0,44.5,99,87,0,95
80457,520,221,14.9,21.2,67,111,100,34.3,23,36,0,59.4,62,97,0,36,45,49,0,42.5,98,101,0,25.9,119,92,0,23.6,76,74,0,46.8,21,33,-,**,0,11,-,**,9,15,0,95
80459,2113,391,13.4,6.7,225,117,4.3,8.4,220,142,73.6,11.7,91,61,0,41.6,169,64,6.9,8.7,480,144,3.8,5.9,249,118,9.5,10.3,284,113,1.1,2.1,209,83,0,23.9,69,36,0,100,117,81,0,90.1
80461,5744,229,5.6,2,413,173,46.4,21.8,481,163,8,9.7,605,141,1.6,2.6,397,117,12,13.6,1127,229,4.1,4.8,1070,194,0,3.3,418,127,1.9,2.8,562,153,5,8,458,122,0,21.6,213,101,-,**
80463,113,51,13.7,20.9,7,11,100,100,0,11,-,**,0,11,-,**,7,10,0,100,15,16,0,73.6,12,18,0,100,20,20,0,100,23,18,0,100,3,7,0,100,26,35,-,**
80465,12943,429,5.7,1.5,778,186,26.6,16,647,158,8.3,6.3,796,231,3.9,4.2,914,207,9.3,7.1,2079,232,2.2,1.9,2751,285,6.3,2.7,1473,217,4.1,3.7,1425,215,3.8,3.2,1467,178,0,5.3,613,142,14.6,31.2
80466,2799,303,4.6,2.5,71,36,0,82.3,205,125,0,16.6,251,117,0,14.4,281,130,13.2,13.4,600,166,3.1,4.3,501,141,0.5,1.4,286,107,4.3,5.1,179,88,14.4,16.2,322,156,14.6,24.1,103,52,0,51.2
80467,1744,197,6.9,2.6,60,31,0,55.9,108,56,31,24.3,98,56,9.8,10.8,159,59,6.5,8.2,328,76,2.9,3,364,82,6,5.9,193,56,5.6,6.8,187,56,0,21.7,205,68,12,15,42,24,-,**
80468,324,135,0,13.3,0,11,-,**,6,13,-,**,0,11,-,**,0,11,-,**,38,62,0,46.2,93,75,0,28.7,50,53,0,58.2,27,29,0,54.8,53,66,0,48.2,57,73,-,**
80469,205,89,8.7,13.3,0,11,-,**,13,21,0,79,16,26,100,71.2,10,15,0,90.1,0,11,-,**,26,24,0,62.2,80,59,0,31.7,33,31,0,53.8,13,13,0,100,14,22,0,76.1
80470,2866,418,7.9,3,41,34,0,44.5,46,42,0,55.9,228,160,19,17.9,373,164,11.6,10.5,310,103,11.4,8.6,652,176,3.7,4.1,444,150,9.2,8.8,297,103,0,19.5,369,143,5.1,8.3,106,61,-,**
80471,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80473,43,32,0,65.4,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,10,14,0,90.1,0,11,-,**,0,11,-,**,27,18,0,100,6,8,0,100
80475,82,59,0,29.7,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,40,63,0,45.1,0,11,-,**,42,62,0,44
80476,224,57,4.5,4.8,6,6,0,100,4,5,0,100,18,14,12.5,43.4,14,12,14.3,29.2,34,15,9.7,14.3,49,26,0,42.5,22,14,0,63.7,19,13,0,65.4,37,20,8.3,29.4,21,22,-,**
80477,222,152,0,18,75,81,0,36.7,0,11,-,**,15,22,0,73.6,0,11,-,**,29,41,0,52.9,41,44,0,44.5,20,31,-,**,5,8,0,100,21,32,-,**,16,25,-,**
80478,1446,736,3.8,6.5,101,118,0,42,318,261,0,9.2,139,142,0,20.2,34,34,0,48.9,202,223,0,13.8,326,221,0,8.8,100,107,44,56,51,78,-,**,175,156,0,100,0,11,-,**
80479,11,12,0,100,0,11,-,**,0,11,-,**,6,9,0,100,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,5,7,-,**
80480,1068,106,1.6,1.7,51,35,0,73.6,56,38,0,41.6,48,34,0,44.5,69,36,0,35.6,146,53,0,27.5,211,66,3.1,4.7,141,46,4.5,6.9,91,48,0,38.4,142,41,0,31.7,113,38,0,60.7
80481,559,217,3.7,3.9,23,28,71.4,64.9,0,11,-,**,3,5,0,100,15,15,0,73.6,46,30,0,42,88,73,0,33,104,73,0,25.7,100,103,0,40.7,169,156,54.5,54.5,11,16,-,**
80482,832,263,0,5.1,0,11,-,**,111,125,0,23.4,29,41,0,52.9,42,60,0,44,198,127,0,17.7,171,107,0,16.8,64,49,0,45.6,111,99,0,54.8,80,64,0,90.1,26,32,-,**
80483,503,128,6.9,5.6,39,26,46.7,53.3,20,18,40,37.6,16,18,0,71.2,86,54,0,38.4,57,34,0,41.1,67,33,3.6,6.4,62,40,0,45.1,95,76,8.8,16.9,34,20,0,100,27,16,0,100
80487,14271,418,3.5,1.3,828,131,19.4,15.9,1104,173,4.2,4.1,1449,169,6.8,6.1,1228,148,2.3,3.4,2609,154,0.2,0.3,2533,150,2.7,2,1377,220,7,5,1224,183,0.9,1.4,1453,91,3,5.3,466,86,0,35.3
80488,90,67,21.1,32,0,11,-,**,15,23,0,73.6,11,17,0,85.9,27,42,0,54.8,0,11,-,**,0,11,-,**,37,61,51.4,7.7,0,11,-,**,0,11,-,**,0,11,-,**
80497,469,257,0,6.7,0,11,-,**,0,11,-,**,0,11,-,**,147,144,0,23.6,51,82,0,39.9,200,144,0,13.9,18,28,0,67.2,0,11,-,**,53,82,0,39.1,0,11,-,**
80498,6514,784,1.7,1.7,159,116,3.4,11.7,480,308,0.4,1.2,494,296,0,5.9,497,260,0,5.9,1335,413,4.2,6.2,1259,295,0,2.4,814,217,3.1,4.7,684,313,2.1,4.3,550,202,0,11.1,242,116,-,**
80501,32085,762,7.7,1.2,2230,338,19.9,8.1,2714,407,10.2,4.1,3135,406,7.3,3.1,3067,418,2.9,1.9,5572,459,7.7,3.3,5601,474,6,2.4,2566,325,7.5,3.6,2096,272,12,6,2575,271,2.8,3.1,2529,258,0,21.1
80503,25589,924,5.9,1.3,1806,316,13.5,8.6,1901,422,10.8,7.6,1601,293,1.8,1.7,1455,294,7.5,4.6,3782,373,3.6,2.6,5191,392,4,1.9,2904,317,5.7,3.3,2385,288,6.3,4.2,2836,250,13.8,8.6,1728,248,0,39.1
80504,37435,943,7.3,1.3,2457,411,20,11.5,2414,404,11.7,8,3338,448,7,3.5,3445,381,9.8,4,7281,558,4.8,1.6,6938,525,4.4,2.2,3338,319,7.4,3.4,3115,446,5.1,3,3522,342,15.5,6.7,1587,270,2.5,4.4
80510,495,134,10.4,8.8,5,8,100,100,53,65,0,39.1,42,39,0,53.8,38,34,0,46.2,78,76,19.2,25.5,21,14,47.6,45.5,55,31,0,41.1,78,43,0,48.2,89,63,15.6,28.6,36,31,-,**
80511,155,247,0,19.4,12,26,0,82.3,61,104,0,43,11,26,0,85.9,18,41,0,67.2,11,26,0,85.9,8,19,0,100,11,25,0,85.9,12,26,0,82.3,11,25,0,85.9,0,11,-,**
80512,1617,249,6.6,6.4,113,109,97.1,11.7,14,22,0,76.1,126,113,0,36.3,101,53,0,25.3,114,65,11.4,18.5,202,112,0,16.6,162,63,0,23.4,220,81,0,26.1,377,148,6.7,11.2,188,92,0,65.4
80513,9044,549,5.6,2.6,564,168,19.7,14.4,584,243,3.7,6.5,349,149,4.3,7.6,558,194,10.3,13,1255,237,5,5.4,1597,289,6.8,5.9,1413,296,2.9,3.5,1009,254,0,4.8,1046,250,8.5,10.3,669,180,-,**
80514,3615,194,5.5,3.2,267,132,25.9,24.9,214,146,17.6,23.6,258,121,0,13.3,461,171,0,7.3,700,197,0,5.6,858,199,8.5,6.7,128,78,7.9,14.3,214,92,0,22.7,337,164,0,52,178,70,-,**
80515,790,253,14.5,14.8,2,5,-,**,30,64,0,52,15,21,86.7,57.2,3,7,0,100,224,150,27.9,38.2,136,117,0,21.1,52,54,24.4,52.3,166,102,0,38.1,151,135,0,41.1,11,18,-,**
80516,17039,512,3.3,1,993,209,4.4,3.8,913,206,4.6,5.9,901,234,0,3.9,1569,334,5.9,4.3,4090,352,2.2,1.5,4035,372,3.6,1.8,1549,287,4.7,3.4,1213,218,1.3,2,1236,208,4.5,7.5,540,199,0,58.2
80517,8146,527,5,2.6,239,115,0,33.9,336,153,0,9.8,549,192,0,6,493,161,0,6.8,538,152,14.9,12.6,985,229,5.8,5.3,978,298,1.6,2.6,1093,309,10.3,11,1610,282,7.8,9,1325,252,0,28.9
80520,1196,227,0,3.2,52,49,0,39.5,138,97,0,21,77,82,0,48.2,95,83,0,34.3,236,114,0,11.9,200,129,0,13.9,134,89,0,24.7,117,84,0,33.9,83,67,0,47.5,64,72,-,**
80521,32932,832,8.6,1.2,6275,425,29.3,6.8,11603,758,7.5,2.2,3320,382,6,3.4,2235,267,8.4,3.7,2748,252,1,0.9,2244,258,5.4,2.7,1251,194,6.5,3.6,1169,172,8.3,8.5,1229,154,0,6,858,132,0,37.7
80524,26862,858,7.2,1.2,1333,237,31.8,11.9,3258,452,6.8,3.1,2769,314,8.6,4,2565,299,7.1,3.2,4117,403,3.6,1.5,3658,305,7.8,2.9,2355,261,5.8,2.9,2242,342,7.5,6.8,2710,290,1.6,2.1,1855,244,8.2,10.3
80525,41939,1065,6.9,1.1,2424,439,24.6,8.5,5187,614,13,5.4,4407,466,7.5,3.1,3969,388,4.1,2.3,6234,447,3.2,1.7,6721,515,5.3,2.1,3476,363,4.5,2.4,2946,345,5.4,3.2,3680,351,6.3,4,2895,304,9.3,14.7
80526,37420,921,6.1,1.1,2428,375,18.4,7.7,7317,829,7.5,3,4052,472,6.3,3.2,3432,372,4.7,2.2,5403,448,6.3,2.7,5565,463,3,1.8,2804,305,2.3,1.8,2168,277,10.8,4.2,2447,238,1.5,2.3,1804,182,0,16.6
80528,13736,643,4.8,1.5,1022,198,28.9,14.1,927,292,1.5,2.6,734,163,2.7,4.2,1000,224,5.1,6.6,3388,305,2.2,1.6,2911,353,4.8,2.8,1238,241,5.8,5.6,641,163,3.3,3.7,1254,220,5,7.6,621,187,0,43
80530,2984,200,5.2,2.7,180,87,7,13.3,175,70,6,11.6,335,125,4.3,6.7,292,132,2.2,3.3,649,117,3.6,3.7,613,122,8.9,9.3,185,66,0,19,223,101,9.5,14.4,228,71,0,69.1,104,45,0,73.6
80532,133,166,31.6,29.2,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,12,19,0,82.3,35,56,-,**,11,17,0,85.9,0,11,-,**,11,17,0,85.9,64,102,48.4,3.7
80534,10646,689,2.9,1.7,557,196,20.4,28.9,241,185,0,11.7,1187,363,1.7,2.9,1570,296,0.8,1.4,1933,283,1.9,2.2,1778,374,3.7,3.9,849,205,0,3.8,1066,253,6.3,10.3,1035,218,20.7,24.7,430,212,-,**
80535,2471,363,7.2,5.6,168,115,26.6,33.2,137,73,0,25.7,70,52,27,33.1,132,67,5.7,12.6,191,121,0,14.5,439,142,17,20.5,507,159,0,7.4,312,133,5.8,8.8,371,142,6.9,11.2,144,95,0,90.1
80536,1678,231,0.7,1.3,56,53,0,100,16,26,0,71.2,78,57,0,32.3,48,40,0,41.1,221,80,0,21.4,237,84,0,14.8,174,84,4.5,10.1,253,79,0,16.3,482,163,0,18.1,113,53,0,100
80537,33915,896,7.1,1.4,1801,304,15.6,7.4,2439,398,10.9,5.4,2446,326,6.8,3.6,3204,493,8.3,7.3,5084,487,5.5,2.5,5782,469,6.1,2.8,3352,430,5.1,2.3,2868,347,5.9,3.1,3924,321,10.4,6.4,3015,313,0,15.2
80538,36394,1020,6.4,1.2,2412,424,30,10.9,2315,493,7.2,4.5,2649,488,6.2,4.3,2556,439,13.6,6.9,6112,558,2.1,1.7,6267,487,5.2,2.3,3148,385,4.2,2.4,3001,393,3,2.2,4387,359,5.1,4,3547,378,0,15.2
80540,4106,407,6.8,2.5,313,110,16.2,17.4,218,114,0,16.6,250,98,8.6,13.1,238,120,9.4,10.6,651,138,2.8,3.8,915,204,4.2,4.1,489,154,20.4,13.3,359,92,6.3,8.6,469,125,0,15.3,204,69,-,**
80542,2772,194,1.3,1,125,59,0,48.9,85,66,0,34.6,182,130,0,25.3,230,113,2.7,4.8,516,189,0,6.6,702,176,1.9,1.9,379,136,0,10.4,205,92,0,19.4,307,107,7.1,10.8,41,51,-,**
80543,4731,301,2.1,1.7,281,129,12.8,22.4,417,186,8.5,14.4,617,172,0,5.8,598,180,2.5,4.1,837,217,1,2.2,701,189,3.1,5.6,560,231,0,6,226,133,0,12.4,407,153,0,51.2,87,80,-,**
80544,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
80545,521,144,5.8,8.4,18,29,0,67.2,16,25,0,100,24,31,58.3,58.3,0,11,-,**,14,16,0,90.1,135,87,0,28.2,53,38,0,45.1,52,33,0,65.4,99,57,0,55.9,110,45,0,85.9
80546,105,92,0,38.1,5,7,0,100,20,32,0,63.7,0,11,-,**,9,13,0,100,0,11,-,**,27,29,0,54.8,0,11,-,**,0,11,-,**,44,67,-,**,0,11,-,**
80547,762,237,5,4.7,43,39,12.5,24.5,9,11,0,100,107,86,0,29.7,114,82,5.2,11,196,100,10,12.1,68,43,0,44,48,37,0,52,44,23,0,59.4,121,135,0,79,12,15,-,**
80549,7169,592,6.2,3.3,441,247,9,16.1,568,313,32.5,23.3,731,221,1,2.2,752,230,0,5.1,1576,280,3.7,5.9,1460,334,1.6,2,377,176,0,8.9,478,251,13.9,19.3,670,173,19.4,23.9,116,79,0,82.3
80550,17488,462,5.3,1.2,1114,183,24.3,11.4,973,217,13.4,7.8,1234,210,8.2,4.9,1183,201,0.3,0.5,3519,307,3.4,1.9,3855,351,4.7,2,1424,234,4,3,1475,275,0,3.1,1630,219,7.8,7.5,1081,189,6.5,13.3
